director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,keywords
Sean McNamara,William Hurt,Drama,Helen Hunt,The Miracle Season,Erin Moriarty,5605 6075 6270
Brad Anderson,Rosamund Pike,Action Thriller Drama,Jon Hamm,Beirut,Dean Norris,539 589 949 1228 1562 3043 18286 173259 208289
Brad Peyton,Naomie Harris,Action Adventure Science Fiction,Dwayne Johnson,Rampage,Malin Åkerman,690 1299 1994 2766 5703 5704 41645 158252 158253 161791 163531 189099 189359 244157 245623 245624 245626
Jeff Wadlow,Tyler Posey,Thriller Horror,Lucy Hale,Truth or Dare,Violett Beane,534 2858 3298 3616 4951 10085 15001 18249 155939 158054 233026 245240 245483
Chloé Zhao,unknown,Drama Western,Brady Jandreau,The Rider,unknown,1019 2284 2673 2749 6350 8099 155291 155805 156795 161712 185456 209493 245776
Richard Lanni,Helena Bonham Carter,Animation Adventure Family History War,Logan Lerman,Sgt. Stubby: An American Hero,Gérard Depardieu,90 1480 1918 2504 3713 9672 10084 13065 15162 18165 207722 236274
"Abby Kohn, Marc Silverstein",Michelle Williams,Comedy Romance,Amy Schumer,I Feel Pretty,Emily Ratajkowski,2246 6262 6350 188474
Jay Chandrasekhar,Paul Soter,Comedy Crime Mystery,Jay Chandrasekhar,Super Troopers 2,Steve Lemme,6149 8015 9663 190888 200500 226825
Deon Taylor,Omar Epps,Thriller Horror,Paula Patton,Traffik,Missi Pyle,417 798 1157 1415 1420 1721 1930 6019 6951 9826 9856 14819 34079 157344 243697
Peter Livolsi,Nick Offerman,Drama,Asa Butterfield,The House of Tomorrow,Ellen Burstyn,
Naoko Yamada,Nao Tōyama,Animation Drama Music,Atsumi Tanezaki,Liz and the Blue Bird,unknown,233 1673 3205 4127 5248 18005 210024 214532
Anthony Russo and Joe Russo,Chris Hemsworth,Adventure Action Science Fiction,Robert Downey Jr.,Avengers: Infinity War,Mark Ruffalo,2343 2858 9715 9717 9882 10141 14900 15252 33637 34051 179430 180547 231295
Sebastián Lelio,Rachel McAdams,Drama Romance,Rachel Weisz,Disobedience,Alessandro Nivola,3691 34215 158718 160246 241730 243577
Per Fly,Theo James,Thriller Drama History,Ben Kingsley,Backstabbing for Beginners,Jacqueline Bisset,10410 15053
Deniz Gamze Ergüven,Daniel Craig,Adventure Drama Action,Halle Berry,Kings,unknown,488 3036 6917 12425 14906 157894 186756 211105 254680
"Rob Greenberg, Bob Fisher (directors/screenplay); Anna Faris, Eugenio Derbez, Eva Longoria, John Hannah, Josh Segarra, Mel Rodriguez",Eugenio Derbez,Romance Comedy,Anna Faris,Overboard,Eva Longoria,1453 9714 9748 10910 34143
Jason Reitman,Mackenzie Davis,Drama,Charlize Theron,Tully,Mark Duplass,242 970 1009 1157 1646 2341 3725 176227 215536
Dean Devlin,Robert Sheehan,Thriller Crime Horror,David Tennant,Bad Samaritan,Carlito Olivero,1812 1896 1897 3623 6149 9826 10714 15381 33493 155892 220831 241860
Bobby Miller,Anna Friel,Drama Comedy Fantasy,Johnny Galecki,The Cleanse,Oliver Platt,158126
Xavier Beauvois,unknown,Animation Family Fantasy Action Adventure,Nathalie Baye,The Guardians,unknown,242 1453 1566 1991 3030 6054 6513 9923 10059 33597 41581 41584 161155 179431 207317
Ben Falcone,Maya Rudolph,Comedy,Melissa McCarthy,Life of the Party,Molly Gordon,3451 3616 5600
James McTeigue,Billy Burke,Thriller Crime Action Horror,Gabrielle Union,Breaking In,Richard Cabral,456 577 1562 14903
Michael Mayer,Annette Bening,Drama Romance Comedy,Saoirse Ronan,The Seagull,Corey Stoll,128 2139 10181 207928
Vaughn Stein,Simon Pegg,Comedy Drama,Margot Robbie,Terminal,Dexter Fletcher,242 822 1459 1638 1846 2080 2173 2568 3013 3014 3015 3017 3018 3019 3022 3023 6054
Coralie Fargeat,Kevin Janssens,Action Thriller Horror,Matilda Lutz,Revenge,Vincent Colombe,570 793 3030 7002 8636 9748 9844 10292 10958 11528 14677 14811 18034 33688 156173 172658 175016 176502 187824 218015 232514 236691
David Leitch,Josh Brolin,Action Comedy Adventure,Ryan Reynolds,Deadpool 2,Zazie Beetz,1701 1852 3070 9663 9715 9717 11687 179431 256682 265699
Bill Holderman,Candice Bergen,Comedy Romance Drama,Jane Fonda,Book Club,Mary Steenburgen,7567
Paul Schrader,Amanda Seyfried,Drama,Ethan Hawke,First Reformed,Cedric Kyles,186 1499 1653 2210 2409 2913 3065 3725 3739 4129 6150 10093 10163 11001 11011 11246 14765 33457 33577 41501 155816 156388 172504 208591 266842
Wim Wenders,unknown,Documentary,Wim Wenders (director); Pope Francis,Pope Francis: A Man of His Word,unknown,717 18396
Raja Gosnell,Natasha Lyonne,Adventure Crime Family Comedy,Will Arnett,Show Dogs,Ludacris,1568 155715 166926
Ron Howard,Woody Harrelson,Adventure Science Fiction,Alden Ehrenreich,Solo: A Star Wars Story,Emilia Clarke,1612 9675 15285 155336 161176
John Cameron Mitchell,Alex Sharp,Comedy Music Romance Science Fiction,Elle Fanning,How to Talk to Girls at Parties,Nicole Kidman,212 1228 4270 4470 9951 11053 156866 244740
Anthony Byrne,Emily Ratajkowski,Thriller Mystery,Natalie Dormer,In Darkness,Ed Skrein,212 236 4048 5707 6149 9826 12660 15011 164092
Bruce LaBruce,Viva Ruiz,Drama,Susanne Sachße,The Misandrists,Kembra Pfahler,2383 34215 264386
"James Franco, Bruce Thierry Cheung",Suki Waterhouse,Science Fiction,James Franco,Future World,Jeffrey Wahlberg,803 4458 14544
Tim Kirkby,Chris Pontius,Comedy Drama,Johnny Knoxville,Action Point,unknown,155582 179430 179431
Baltasar Kormákur,Sam Claflin,Thriller Romance Adventure,Shailene Woodley,Adrift,unknown,544 1422 1459 2215 3180 4459 6611 9672 10349 33494
Leigh Whannell,Betty Gabriel,Action Thriller Science Fiction,Logan Marshall-Green,Upgrade,Harrison Gilbertson,310 679 2964 4565 6149 9748 9826 12190 12375 15483 46955 244256 244751
Bart Layton,Barry Keoghan,Drama Crime Documentary,Evan Peters,American Animals,Blake Jenner,242 295 904 2679 3291 3660 4666 5638 9672 9935 10051 13160 14604 18118 174089
Theresa Bennett,Josh Radnor,Comedy Romance,Noël Wells,Social Animals,Aya Cash,11722 15016 15160 34094 177938 187056 196760 244543
Gary Ross,Cate Blanchett,Crime Comedy Action Thriller,Sandra Bullock,Ocean's 8,Anne Hathaway,242 10051 15285 206915 223173
Morgan Neville,unknown,Documentary,Morgan Neville (director); Fred Rogers,Won't You Be My Neighbor?,unknown,4656 244149 251758 251947 251948
Ari Aster,Alex Wolff,Horror Mystery Thriller,Toni Collette,Hereditary,Milly Shapiro,697 1328 3126 3739 4720 5303 5600 6152 9712 10041 11181 13073 15001 155619 156075 157314 161750 163186 208325 208635 221378 226023 237725 245501 256183
Drew Pearce,Sterling K. Brown,Thriller Science Fiction Action,Jodie Foster,Hotel Artemis,Sofia Boutella,428 612 3454 4565 5397 186355 244256 249583
Director X,Jason Mitchell,Action Crime,Trevor Jackson,Superfly,Michael K. Williams,395 417 1505 2334 5638 6149 10594 180307 188944 234569
Brad Bird,Holly Hunter,Action Adventure Animation Family,Craig T. Nelson,Incredibles 2,Sarah Vowell,2587 9663 9715 10103 10159 15025 18035 33637
Jeff Tomsic,Jeremy Renner,Comedy Drama,Ed Helms,Tag,Jon Hamm,9672 9935 18249 155939 210295
Dominic Cooke,Billy Howle,Drama Romance,Saoirse Ronan,On Chesil Beach,Emily Watson,739 818 2675 2676 5436 156578 208992 226974 238613 272533
Kevin Connolly,Kelly Preston,Crime Drama History Thriller,John Travolta,Gotti,Stacy Keach,1228 1797 3149 5565 10085 10291 14819 15405 190636 231149
J.A. Bayona,Bryce Dallas Howard,Action Adventure Science Fiction,Chris Pratt,Jurassic World: Fallen Kingdom,Rafe Spall,1720 3347 9663 11107 11338 12616 163561 166958 179430 224587
Shana Feste,Christopher Plummer,Comedy Drama,Vera Farmiga,Boundaries,Lewis MacDougall,7312 10235 10776 161194 197940
"David Zellner, Nathan Zellner (directors/screenplay); Robert Pattinson, Mia Wasikowska",Mia Wasikowska,Comedy Western,Robert Pattinson,Damsel,unknown,4553 15237 190899 207928 209139 234572 235815 236140
Mike P. Nelson,Kate Bosworth,Thriller Horror,Tyler Hoechlin,The Domestics,Lance Reddick,1157 4458 10726 14819 208048 241883
Stefano Sollima,Josh Brolin,Action Crime Drama Thriller,Benicio del Toro,Sicario: Day of the Soldado,Isabela Moner,417 591 9663 10084 10950 14601 14707 14819 14964 188953 206594 207268 217064
Debra Granik,Thomasin McKenzie,Drama,Ben Foster,Leave No Trace,Jeff Kober,447 818 1896 1897 2754 5827 10809 10833 159909 163726 164724 187056 189358 198982 208212 240303 246990 246991
Charles Stone III,Lil Rel Howery,Comedy,Kyrie Irving,Uncle Drew,Shaquille O'Neal,4610 6496 7312 8743 12380 163223 169358 189920 208747
Susanna White,Michael Greyeyes,Drama History Western,Jessica Chastain,Woman Walks Ahead,Chaske Spencer,5565 8099 9409 9672 10322 155805 161228 207928 215162 225068 247269
Gerard McMurray,Lex Scott Davis,Action Science Fiction Thriller Horror,Y'lan Noel,The First Purge,Joivan Wade,242 9663 9675 9826 14819 235742 239910
Peyton Reed,Evangeline Lilly,Action Adventure Science Fiction Comedy,Paul Rudd,Ant-Man and the Wasp,Michael Peña,332 3126 6380 9663 9715 9717 12101 161678 179430 179431 180547
Boots Riley,Tessa Thompson,Fantasy Science Fiction Comedy,Lakeith Stanfield,Sorry to Bother You,Armie Hammer,2831 8201 11221 12987 41604 182240 182242 228978 241927 246184
Kevin MacDonald,unknown,Documentary,Whitney Houston,Whitney,unknown,5565 6562 10229 10232
Genndy Tartakovsky,Andy Samberg,Family Fantasy Comedy Animation,Adam Sandler,Hotel Transylvania 3: Summer Vacation,Selena Gomez,1299 3133 11095 261274
Rawson Marshall Thurber,Neve Campbell,Action,Dwayne Johnson,Skyscraper,Chin Han,478 657 1418 12354 159450 159894 197644 203857 234619 253686
Bo Burnham,Josh Hamilton,Comedy Drama,Elsie Fisher,Eighth Grade,Emily Robinson,704 10683 10809 13035 40865 176834
Gus Van Sant,Rooney Mara,Comedy Drama,Joaquin Phoenix,"Don't Worry, He Won't Get Far on Foot",Jonah Hill,1896 5565 9672 13063 13151 14641 33457 228066
Rob Reiner,Tommy Lee Jones,Drama History Thriller,Woody Harrelson,Shock and Awe,James Marsden,736 15087 206515
Ol Parker,Amanda Seyfried,Comedy Romance,Lily James,Mamma Mia! Here We Go Again,Pierce Brosnan,1200 4344 9663 174363 179430 251510 266959
Antoine Fuqua,Ashton Sanders,Action Thriller Crime,Denzel Washington,The Equalizer 2,Pedro Pascal,570 591 779 1562 1930 2215 2231 9663 9748 9826 10726 14546 14819 221233 266013
Carlos López Estrada,Ethan Embry,Comedy Drama,Janina Gavankar,Blindspotting,Daveed Diggs,
Stephen Susco,Rebecca Rittenhouse,Horror Mystery Thriller,Colin Woodell,Unfriended: Dark Web,Betty Gabriel,6435 9663 9833 12361 159472 163053 210112 245775
Shinsuke Sato,Hana Sugisaki,Action Fantasy Adventure,Shinsuke Sato (director); Sota Fukushi,Bleach,unknown,1449 9725 11187 13141
Édouard Deluc,Tuheï Adams,Drama Romance,Vincent Cassel,Gauguin – Voyage de Tahiti,Malik Zidi,90 818 6611 207928 211823 215533 234765
Christopher McQuarrie,Henry Cavill,Action Adventure,Tom Cruise,Mission: Impossible – Fallout,Ving Rhames,90 212 470 720 955 1419 1825 4776 9663 14735 14819 157252 173594 188955 224586
Peter Rida Michail,Khary Payton,Animation Action Comedy Science Fiction,Scott Menville,Teen Titans Go! To the Movies,Tara Strong,849 886 9715 12396 13130 33637 179431 248579
Tsui Hark,Chang Chia-lu,Mystery Fantasy Adventure Action,Tsui Hark (director),Detective Dee: The Four Heavenly Kings,Chen Kuo-Fu (screenplay),5511 205770 251618
Elijah Bynum,Maika Monroe,Drama Comedy,Timothée Chalamet,Hot Summer Nights,Alex Roe,1700 2085 2231 10683 10776 11733 13088 155450 200129 210608
Marc Turtletaub,Irrfan Khan,Drama,Kelly Macdonald,Puzzle,David Denman,10532 34094 164186 165317 188640 206716 207263 237778 237779
Marc Forster,Hayley Atwell,Adventure Comedy Family Fantasy,Ewan McGregor,Christopher Robin,Jim Cummings,5774 10103 18035 18165 157955 209220 236860 240303 246361
Jennifer Yuh Nelson,Mandy Moore,Science Fiction Action Drama Romance Adventure Thriller,Amandla Stenberg,The Darkest Minds,Harris Dickinson,818 4565 33637 155437 187056 246466
Susanna Fogel,Kate McKinnon,Action Comedy,Mila Kunis,The Spy Who Dumped Me,Justin Theroux,90 220 470 3530 5248 12392 12670 193544 208774 248810
Desiree Akhavan,Sasha Lane,Drama,Chloë Grace Moretz,The Miseducation of Cameron Post,John Gallagher,186 1013 2754 10683 11001 13130 156777 158718 161217 163037 187056 197758 210608 236377 238832 246466
Augustine Frizzell,Camila Morrone,Comedy,Maia Mitchell,Never Goin' Back,Kyle Mooney,642 5248 11733 187056 221336 226766 239077 245597 250937
Ken Marino,Finn Wolfhard,Comedy Romance Drama,Nina Dobrev,Dog Days,Vanessa Hudgens,15162
Jon Turteltaub,Li Bingbing,Action Science Fiction Horror,Jason Statham,The Meg,Rainn Wilson,270 818 966 2769 15097 41595 161791 209081 227330 234821 234822 248630 253662
Spike Lee,Adam Driver,Crime Drama History Comedy,John David Washington,BlacKkKlansman,Laura Harrier,529 818 1228 4243 5565 9672 11199 12425 14641 163079 209044
Sylvain White,Julia Goldani Telles,Mystery Thriller Horror,Joey King,Slender Man,Jaz Sinclair,1415 1700 5774 6152 9955 13073 215303
Jean-Stéphane Sauvaire,unknown,Drama Action Crime,Joe Cole,A Prayer Before Dawn,unknown,378 818 1563 3434 5565 9672 10514 10515 14641 14964 170356 209476 210531 252494 254468
Jon M. Chu,Henry Golding,Comedy Drama Romance,Constance Wu,Crazy Rich Asians,Gemma Chan,818 1992 4224 13027 14988 237462
Albert Hughes,Leonor Varela,Adventure Drama,Kodi Smit-McPhee,Alpha,Jens Hultén,1994 2219 2526 3593 10349 10794 158017 158416 158591 178645 201947 211482 248901 248902
Peter Berg,John Malkovich,Action Thriller,Mark Wahlberg,Mile 22,Lauren Cohan,591 779 11665 15483 167444 175056 181659 190981 221233 246148 266307
Björn Runge,Jonathan Pryce,Drama,Glenn Close,The Wife,Christian Slater,818 1157 1326 1328 1992 2309 8085 9856 10818 13028 34094 155251 191741 208992 210608 229299
James Cox,Taron Egerton,Drama Thriller,Ansel Elgort,Billionaire Boys Club,Kevin Spacey,5332 9672 9826 11454 12670 208289 230479
Jesse Peretz,Rose Byrne,Comedy Drama Romance,Ethan Hawke,"Juliet, Naked",unknown,6027 18300 168386 225778 226325
Rodrigo Cortés,Uma Thurman,Thriller Drama Fantasy Horror,AnnaSophia Robb,Down a Dark Hall,Isabelle Fuhrman,2176 3358 3551 6271 8087 9950 10375 14518 41172 41355 156316 172658 222850 236429 247567
Brian Henson,Maya Rudolph,Action Comedy Crime,Melissa McCarthy,The Happytime Murders,Joel McHale,549 1812 6300 11192 11691 11931 18026 167316
Aneesh Chaganty,Debra Messing,Thriller Mystery Drama,John Cho,Searching,unknown,387 6844 9950 10941 11615 15167 156091 156948 159472 176834 197430 220831 230061 240303 251545
Michael Noer,Rami Malek,Drama History Crime,Charlie Hunnam,Papillon,unknown,818 5565 9714 11267 18266 191047 192600 193275 232141
Oliver Daly,Becky G,Science Fiction Action Adventure Family,Alex Neustaedter,A.X.L.,Alex MacNicoll,1576 6054 9713 14544 155327
Chris Weitz,Ben Kingsley,Drama History Thriller,Oscar Isaac,Operation Finale,Lior Raz,536 1956 2652 3037 5565 9672 10596 161255 194542 244724 269218 270049
"Jonathan Baker, Josh Baker",Jack Reynor,Science Fiction Action,Myles Truitt,Kin,Zoë Kravitz,3688 4377 5301 6110 15232 18021
Lenny Abrahamson,Ruth Wilson,Mystery Drama Horror History,Domhnall Gleeson,The Little Stranger,Will Poulter,818
Victor Levin,Keanu Reeves,Romance Comedy Drama,Winona Ryder,Destination Wedding,unknown,387 1274 2045
Corin Hardy,Taissa Farmiga,Horror Mystery Thriller,Demián Bichir,The Nun,Jonas Bloquet,588 745 2626 5905 6152 10093 13153 14819 15001 15285 156592 161261 179882 207046 229863 252103
Pierre Morel,John Ortiz,Action Thriller,Jennifer Garner,Peppermint,Juan Pablo Raba,732 772 992 1227 1812 2968 4129 7002 7464 9748 9826 9856 10175 11221 11612 11734 13006 165314 186718 241737 249157 249159
Shane Black,Trevante Rhodes,Science Fiction Action Thriller Adventure Horror Comedy,Boyd Holbrook,The Predator,Jacob Tremblay,1297 9663 9951 14909 162365
Yann Demange,Richie Merritt,Crime Drama,Matthew McConaughey,White Boy Rick,Bel Powley,1601 1812 2149 9672 18021 167715 208289
Paul Feig,Blake Lively,Crime Comedy Mystery Drama Thriller,Anna Kendrick,A Simple Favor,Henry Golding,818 1328 1415 4129 5248 11152 12392 156091 238768
Richard Eyre,Stanley Tucci,Drama,Emma Thompson,The Children Act,Fionn Whitehead,818 3683 5809 10909 11336 40895 192762 200568
Craig William Macneill,Kristen Stewart,Crime Drama Thriller,Chloë Sevigny,Lizzie,Jay Huguley,5565 10915 157758 191009 194596 207240 207928 212642 240303
Harold Cronk,Merritt Patterson,Drama,Samuel Hunt,Unbroken: Path to Redemption,Vanessa Bell Calloway,447 818 5565 6150 9663
Stephen Cognetti,Jillian Geurts,Horror,Vasile Flutur,Hell House LLC II: The Abaddon Hotel,Joy Shatz,
Eli Roth,Cate Blanchett,Fantasy Family Comedy,Jack Black,The House with a Clock in Its Walls,Owen Vaccaro,818 1507 3358 6464 12198 13014 157667 171964 208611 236458
Dan Fogelman,Olivia Wilde,Drama Romance,Oscar Isaac,Life Itself,Mandy Patinkin,3725 10235 155225 162904 165576 174089 188341 208370 228933 229679
Jacques Audiard,Joaquin Phoenix,Western Drama Adventure,John C. Reilly,The Sisters Brothers,Jake Gyllenhaal,582 818 1321 1897 2708 3230 4542 162724 207928 232203 243959
Sam Levinson,Suki Waterhouse,Thriller Comedy Horror,Odessa Young,Assassination Nation,Hari Nef,1627 2383 6270 9748 11322 11514 12361 14638 14903 33646 176834 177894 180085 213810 214921 232871 245415 269478 272206
Wash Westmoreland,Dominic West,Drama History,Keira Knightley,Colette,unknown,90 2309 5565 10818 207928 208170
Michael Moore,unknown,Documentary,Michael Moore (director/screenplay),Fahrenheit 11/9,unknown,840 12547 169054 171676 249984
Christian Carion,Melanie Laurent,Crime Drama Thriller,Guillaume Canet,My Son,unknown,9826 180667 266962
Lisa Dapolito,unknown,Documentary,Lisa Dapolito (director); Gilda Radner,"Love, Gilda",unknown,5565 187056
Kenji Nagasaki,Christopher R. Sabat,Animation Action Comedy Fantasy Adventure,Justin Briner,My Hero Academia: Two Heroes,Clifford Chapin,233 1701 4298 9715 10873 14955 18233 33637 207826 210024
Karey Kirkpatrick,James Corden,Animation Family Adventure Fantasy,Channing Tatum,Smallfoot,Zendaya,485 486 4344 8873 10794 11477 13031 15101 249530
Malcolm D. Lee,Tiffany Haddish,Comedy,Kevin Hart,Night School,Rob Riggle,3605 7919 9844 10266 10508 170783 198955 242829 249832 249833 249834
David Lowery,Casey Affleck,Comedy Crime Drama,Robert Redford,The Old Man & the Gun,Danny Glover,974 1556 1812 9672 10051 15363 159422 177071 191047 207268 208289 208747 214388 239275 250366 250367 250368
Gregory Plotkin,Amy Forsyth,Horror,Bex Taylor-Klaus,Hell Fest,Reign Edwards,3335 6259 10714 11040 12339 155582 176182 232795
Ruben Fleischer,Michelle Williams,Science Fiction Action,Tom Hardy,Venom,Riz Ahmed,582 1612 2095 4862 9715 9717 15285 179430 179431 191297 244157 256086 261294
Bradley Cooper,Lady Gaga,Drama Romance Music,Bradley Cooper,A Star Is Born,Sam Elliott,727 828 1824 2276 3490 6029 6782 7464 9714 10201 10228 10229 10232 10283 13072 15320 33457 157213 160190 163599 164282 169333 227510 243959
George Tillman Jr.,Regina Hall,Crime Drama,Amandla Stenberg,The Hate U Give,Russell Hornsby,818 246466
Rupert Everett,Colin Firth,Drama,Rupert Everett,The Happy Prince,Colin Morgan,90 4648 5565 8250 15060 207928 227302 233542 254097 259417 264384 266959
Damien Chazelle,Claire Foy,History Drama,Ryan Gosling,First Man,Jason Clarke,305 818 1432 1523 2858 3801 4040 4183 5565 5721 7422 9672 9682 9882 10163 14626 156395 159289 164881 174491 190444 208992 226233 242965
Drew Goddard,Cynthia Erivo,Thriller Drama Mystery,Jeff Bridges,Bad Times at the El Royale,Dakota Johnson,447 458 585 2380 2669 2957 4431 9376 9433 11737 14527 164364 176516 184426 200574 207268 208992 249977 249979
Ari Sandel,Madison Iseman,Adventure Comedy Fantasy Family Horror,Wendi McLendon-Covey,Goosebumps 2: Haunted Halloween,Jeremy Ray Taylor,3335 9663 15101 41405 183427 187670
Felix van Groeningen,Timothée Chalamet,Drama,Steve Carell,Beautiful Boy,Maura Tierney,582 818 1803 5565 9672 10649 11341 14641 240119 264647 272533
Ike Barinholtz,Tiffany Haddish,Comedy,Ike Barinholtz,The Oath,Nora Dunn,65 1797 4543 6078 10188 18035 40870 250279
Nick Searcy,Dean Cain,Drama Crime,Nick Searcy (director); Earl Billings,Gosnell: The Trial of America's Biggest Serial Killer,Sarah Jane Morris,276 818 9672 10714 208591
David Gordon Green,Judy Greer,Animation Family Mystery Comedy Crime,Jamie Lee Curtis,Halloween,Andi Matichak,3335 6054 9713 10092 18035
Marielle Heller,Richard E. Grant,Drama Crime Comedy,Melissa McCarthy,Can You Ever Forgive Me?,unknown,242 818 977 5565 9672 10818 33457 187056 195537 247152
