director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Sam Hoffman,Elliott Gould,Comedy,Jemaine Clement,Humor Me,Ingrid Michaelson
Daniela Thomas,Luana Nastas,Drama,Adriano Carvalho,Vazante,unknown
Hiromasa Yonebayashi,Louis Ashbourne Serkis,Fantasy Adventure Animation,Ruby Barnhill,Mary and the Witch's Flower,Kate Winslet
Nicolai Fuglsig,Michael Shannon,War Drama Action History,Chris Hemsworth,12 Strong,Michael Peña
Christian Gudegast,50 Cent,Action Thriller Crime,Gerard Butler,Den of Thieves,Pablo Schreiber
Bethany Ashton Wolf,Jessica Rothe,Romance Drama Music,Alex Roe,Forever My Girl,John Benjamin Hickey
Wes Ball,Kaya Scodelario,Science Fiction Action,Dylan O'Brien,Maze Runner: The Death Cure,Thomas Brodie-Sangster
Ziad Doueiri,Camille Salameh,Comedy Crime,Adel Karam,The Insult,Kamel El Basha
Ben Lewin,Toni Collette,Comedy Drama,Dakota Fanning,Please Stand By,Alice Eve
The Spierig Brothers,Jason Clarke,Fantasy Mystery Thriller Horror,Helen Mirren,Winchester,Sarah Snook
Sebastián Lelio,Francisco Reyes,Drama,Daniela Vega,A Fantastic Woman,unknown
Mario Van Peebles,William Fichtner,Action Comedy Crime,Mario Van Peebles,Armed,Ryan Guzman
Julius Onah,Elizabeth Debicki,Mystery Thriller Horror Science Fiction,Daniel Brühl,The Cloverfield Paradox,Aksel Hennie
Will Gluck,Domhnall Gleeson,Animation Adventure Family,James Corden,Peter Rabbit,Rose Byrne
James Foley,Jamie Dornan,Drama Romance,Dakota Johnson,Fifty Shades Freed,Kim Basinger
Clint Eastwood,Alek Skarlatos,History Drama Thriller,Anthony Sadler,The 15:17 to Paris,Spencer Stone
Marco Polo Constandse,Marimar Vega,Comedy,Marco Polo Constandse (director); Omar Chaparro,La Boda de Valentina,Ryan Carnes
Brian Crano,Dan Stevens,Comedy Romance Drama,Rebecca Hall,Permission,Morgan Spector
Alex Ross Perry,Adam Horowitz,Drama,Emily Browning,Golden Exits,Mary-Louise Parker
"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis, John Kani, Florence Kasumba, Atandwa Kani, Sterling K. Brown, Isaach de Bankolé, Trevor Noah, Stan Lee, Sebastian Stan",Michael B. Jordan,Action Adventure Fantasy Science Fiction,Chadwick Boseman,Black Panther,Lupita Nyong'o
Nick Park,Tom Hiddleston,Family Comedy Animation Adventure,Eddie Redmayne,Early Man,Maisie Williams
Andrey Zvyagintsev,Alexei Rozin,Drama,Maryana Spivak,Loveless,Matvey Novikov
Sally Potter,Kristin Scott Thomas,Comedy,Timothy Spall,The Party,Patricia Clarkson
Mark Pellington,Nick Offerman,Drama,Jon Hamm,Nostalgia,Amber Tamblyn
Lance Daly,Jim Broadbent,Drama Western,Hugo Weaving,Black '47,Stephen Rea
Bruce Macdonald,Jackson Rathbone,Action Drama Adventure,Taylor James,Samson,Billy Zane
"Jonathan Goldstein, John Francis Daley",Rachel McAdams,Mystery Comedy Crime,Jason Bateman,Game Night,Kyle Chandler
Alex Garland,Jennifer Jason Leigh,Science Fiction Horror,Natalie Portman,Annihilation,Gina Rodriguez
Michael Sucsy,Maria Bello,Drama Fantasy Romance,Angourie Rice,Every Day,Debby Ryan
David Freyne,Sam Keeley,Horror Drama Science Fiction,David Freyne (director); Ellen Page,The Cured,Tom Vaughan-Lawlor
Brian O'Malley,Bill Milner,Drama Horror Romance Thriller,Charlotte Vega,The Lodgers,Eugene Simon
Francis Lawrence,Joel Edgerton,Mystery Thriller,Jennifer Lawrence,Red Sparrow,Matthias Schoenaerts
Eli Roth,Vincent D'Onofrio,Action,Bruce Willis,Death Wish,Dean Norris
Shawn Christensen,Elle Fanning,Drama Mystery,Logan Lerman,The Vanishing of Sidney Hall,Michelle Monaghan
Samuel Maoz,Sarah Adler,Comedy Drama War,Lior Ashkenazi,Foxtrot,Yonatan Shiray
Usher Morgan,Joel Bernard,Action Crime Thriller Drama Mystery,Elyse Price,Pickings,Katie Vincent
Ava DuVernay,Oprah Winfrey,Adventure Science Fiction Family Fantasy,Storm Reid,A Wrinkle in Time,Reese Witherspoon
Nash Edgerton,Charlize Theron,Comedy Action,David Oyelowo,Gringo,Joel Edgerton
Cory Finley,Anya Taylor-Joy,Drama Thriller,Olivia Cooke,Thoroughbreds,Anton Yelchin
Armando Iannucci,Simon Russell Beale,Comedy Drama History,Steve Buscemi,The Death of Stalin,Paddy Considine
Paolo Virzì,Helen Mirren,Drama Romance Adventure,Donald Sutherland,The Leisure Seeker,unknown
Johannes Roberts,Martin Henderson,Horror Thriller,Christina Hendricks,The Strangers: Prey at Night,Bailee Madison
Rob Cohen,Maggie Grace,Action Crime Thriller,Toby Kebbell,The Hurricane Heist,Ryan Kwanten
Roar Uthaug,Dominic West,Action Adventure Fantasy,Alicia Vikander,Tomb Raider,Walton Goggins
Greg Berlanti,Katherine Langford,Comedy Drama Romance,Nick Robinson,"Love, Simon",Alexandra Shipp
Jon Erwin,Dennis Quaid,Music Drama,Cloris Leachman,I Can Only Imagine,Priscilla Shirer
José Padilha,Daniel Brühl,Thriller Drama Crime,Rosamund Pike,7 Days in Entebbe,Vincent Cassel
Laurie Collyer,Tessa Thompson,Comedy,Melissa Leo,Furlough,La La Anthony
Eric England,Dylan McDermott,Thriller Drama,Sophie Turner,Josie,Jack Kilmer
Max Winkler,Kathryn Hahn,Drama Comedy,Zoey Deutch,Flower,Tim Heidecker
Steven S. DeKnight,Scott Eastwood,Action Fantasy Science Fiction Adventure,John Boyega,Pacific Rim: Uprising,Cailee Spaeny
Wes Anderson,Edward Norton,Adventure Comedy Animation,Bryan Cranston,Isle of Dogs,Bill Murray
John Stevenson,Emily Blunt,Animation Family Fantasy Comedy Adventure Mystery,James McAvoy,Sherlock Gnomes,Johnny Depp
Steven Soderbergh,Joshua Leonard,Horror Thriller,Claire Foy,Unsane,Jay Pharoah
Andrew Hyatt,Jim Caviezel,History Drama,James Faulkner,"Paul, Apostle of Christ",Olivier Martinez
Stanley Tucci,Armie Hammer,Drama History,Geoffrey Rush,Final Portrait,Clémence Poésy
Scott Speer,Patrick Schwarzenegger,Romance Drama,Bella Thorne,Midnight Sun,Rob Riggle
Ryan Justice,Justin Maina,Thriller,Amanda Delaney,Followers,Sean Michael Gloria
Steven Spielberg,Olivia Cooke,Science Fiction Adventure,Tye Sheridan,Ready Player One,Ben Mendelsohn
Tyler Perry,Lyriq Bent,Thriller,Taraji P. Henson,Tyler Perry's Acrimony,Tika Sumpter
Michael Mason,John Corbett,Drama,David A. R. White,God's Not Dead: A Light in Darkness,Shane Harper
Aaron Katz,Zoë Kravitz,Action Drama Science Fiction Thriller,Lola Kirke,Gemini,Greta Lee
Adam Rifkin,Ariel Winter,Drama,Burt Reynolds,The Last Movie Star,Clark Duke
John Krasinski,Emily Blunt,Horror Drama Science Fiction,John Krasinski,A Quiet Place,Millicent Simmonds
Kay Cannon,Ike Barinholtz,Comedy,Leslie Mann,Blockers,John Cena
Lynne Ramsay,Ekaterina Samsonov,Thriller Drama,Joaquin Phoenix,You Were Never Really Here,Alex Manette
John Curran,Kate Mara,Drama Thriller History,Jason Clarke,Chappaquiddick,Ed Helms
"Drew Fellman, David Douglas",unknown,Documentary,Kristen Bell,Pandas,unknown
Andrew Haigh,Chloë Sevigny,Drama Adventure,Charlie Plummer,Lean on Pete,Travis Fimmel
Sean McNamara,William Hurt,Drama,Helen Hunt,The Miracle Season,Erin Moriarty
Brad Anderson,Rosamund Pike,Action Thriller Drama,Jon Hamm,Beirut,Dean Norris
Brad Peyton,Naomie Harris,Action Adventure Science Fiction,Dwayne Johnson,Rampage,Malin Åkerman
Jeff Wadlow,Tyler Posey,Thriller Horror,Lucy Hale,Truth or Dare,Violett Beane
Chloé Zhao,unknown,Drama Western,Brady Jandreau,The Rider,unknown
Richard Lanni,Helena Bonham Carter,Animation Adventure Family History War,Logan Lerman,Sgt. Stubby: An American Hero,Gérard Depardieu
"Abby Kohn, Marc Silverstein",Michelle Williams,Comedy Romance,Amy Schumer,I Feel Pretty,Emily Ratajkowski
Jay Chandrasekhar,Paul Soter,Comedy Crime Mystery,Jay Chandrasekhar,Super Troopers 2,Steve Lemme
Deon Taylor,Omar Epps,Thriller Horror,Paula Patton,Traffik,Missi Pyle
Peter Livolsi,Nick Offerman,Drama,Asa Butterfield,The House of Tomorrow,Ellen Burstyn
Naoko Yamada,Nao Tōyama,Animation Drama Music,Atsumi Tanezaki,Liz and the Blue Bird,unknown
Anthony Russo and Joe Russo,Chris Hemsworth,Adventure Action Science Fiction,Robert Downey Jr.,Avengers: Infinity War,Mark Ruffalo
Sebastián Lelio,Rachel McAdams,Drama Romance,Rachel Weisz,Disobedience,Alessandro Nivola
Per Fly,Theo James,Thriller Drama History,Ben Kingsley,Backstabbing for Beginners,Jacqueline Bisset
Deniz Gamze Ergüven,Daniel Craig,Adventure Drama Action,Halle Berry,Kings,unknown
"Rob Greenberg, Bob Fisher (directors/screenplay); Anna Faris, Eugenio Derbez, Eva Longoria, John Hannah, Josh Segarra, Mel Rodriguez",Eugenio Derbez,Romance Comedy,Anna Faris,Overboard,Eva Longoria
Jason Reitman,Mackenzie Davis,Drama,Charlize Theron,Tully,Mark Duplass
Dean Devlin,Robert Sheehan,Thriller Crime Horror,David Tennant,Bad Samaritan,Carlito Olivero
Bobby Miller,Anna Friel,Drama Comedy Fantasy,Johnny Galecki,The Cleanse,Oliver Platt
Xavier Beauvois,unknown,Animation Family Fantasy Action Adventure,Nathalie Baye,The Guardians,unknown
Ben Falcone,Maya Rudolph,Comedy,Melissa McCarthy,Life of the Party,Molly Gordon
James McTeigue,Billy Burke,Thriller Crime Action Horror,Gabrielle Union,Breaking In,Richard Cabral
Michael Mayer,Annette Bening,Drama Romance Comedy,Saoirse Ronan,The Seagull,Corey Stoll
Vaughn Stein,Simon Pegg,Comedy Drama,Margot Robbie,Terminal,Dexter Fletcher
Coralie Fargeat,Kevin Janssens,Action Thriller Horror,Matilda Lutz,Revenge,Vincent Colombe
David Leitch,Josh Brolin,Action Comedy Adventure,Ryan Reynolds,Deadpool 2,Zazie Beetz
Bill Holderman,Candice Bergen,Comedy Romance Drama,Jane Fonda,Book Club,Mary Steenburgen
Paul Schrader,Amanda Seyfried,Drama,Ethan Hawke,First Reformed,Cedric Kyles
Wim Wenders,unknown,Documentary,Wim Wenders (director); Pope Francis,Pope Francis: A Man of His Word,unknown
Raja Gosnell,Natasha Lyonne,Adventure Crime Family Comedy,Will Arnett,Show Dogs,Ludacris
Ron Howard,Woody Harrelson,Adventure Science Fiction,Alden Ehrenreich,Solo: A Star Wars Story,Emilia Clarke
John Cameron Mitchell,Alex Sharp,Comedy Music Romance Science Fiction,Elle Fanning,How to Talk to Girls at Parties,Nicole Kidman
Anthony Byrne,Emily Ratajkowski,Thriller Mystery,Natalie Dormer,In Darkness,Ed Skrein
Bruce LaBruce,Viva Ruiz,Drama,Susanne Sachße,The Misandrists,Kembra Pfahler
"James Franco, Bruce Thierry Cheung",Suki Waterhouse,Science Fiction,James Franco,Future World,Jeffrey Wahlberg
Tim Kirkby,Chris Pontius,Comedy Drama,Johnny Knoxville,Action Point,unknown
Baltasar Kormákur,Sam Claflin,Thriller Romance Adventure,Shailene Woodley,Adrift,unknown
Leigh Whannell,Betty Gabriel,Action Thriller Science Fiction,Logan Marshall-Green,Upgrade,Harrison Gilbertson
Bart Layton,Barry Keoghan,Drama Crime Documentary,Evan Peters,American Animals,Blake Jenner
Theresa Bennett,Josh Radnor,Comedy Romance,Noël Wells,Social Animals,Aya Cash
Gary Ross,Cate Blanchett,Crime Comedy Action Thriller,Sandra Bullock,Ocean's 8,Anne Hathaway
Morgan Neville,unknown,Documentary,Morgan Neville (director); Fred Rogers,Won't You Be My Neighbor?,unknown
Ari Aster,Alex Wolff,Horror Mystery Thriller,Toni Collette,Hereditary,Milly Shapiro
Drew Pearce,Sterling K. Brown,Thriller Science Fiction Action,Jodie Foster,Hotel Artemis,Sofia Boutella
Director X,Jason Mitchell,Action Crime,Trevor Jackson,Superfly,Michael K. Williams
Brad Bird,Holly Hunter,Action Adventure Animation Family,Craig T. Nelson,Incredibles 2,Sarah Vowell
Jeff Tomsic,Jeremy Renner,Comedy Drama,Ed Helms,Tag,Jon Hamm
Dominic Cooke,Billy Howle,Drama Romance,Saoirse Ronan,On Chesil Beach,Emily Watson
Kevin Connolly,Kelly Preston,Crime Drama History Thriller,John Travolta,Gotti,Stacy Keach
J.A. Bayona,Bryce Dallas Howard,Action Adventure Science Fiction,Chris Pratt,Jurassic World: Fallen Kingdom,Rafe Spall
Shana Feste,Christopher Plummer,Comedy Drama,Vera Farmiga,Boundaries,Lewis MacDougall
"David Zellner, Nathan Zellner (directors/screenplay); Robert Pattinson, Mia Wasikowska",Mia Wasikowska,Comedy Western,Robert Pattinson,Damsel,unknown
Mike P. Nelson,Kate Bosworth,Thriller Horror,Tyler Hoechlin,The Domestics,Lance Reddick
Stefano Sollima,Josh Brolin,Action Crime Drama Thriller,Benicio del Toro,Sicario: Day of the Soldado,Isabela Moner
Debra Granik,Thomasin McKenzie,Drama,Ben Foster,Leave No Trace,Jeff Kober
Charles Stone III,Lil Rel Howery,Comedy,Kyrie Irving,Uncle Drew,Shaquille O'Neal
Susanna White,Michael Greyeyes,Drama History Western,Jessica Chastain,Woman Walks Ahead,Chaske Spencer
Gerard McMurray,Lex Scott Davis,Action Science Fiction Thriller Horror,Y'lan Noel,The First Purge,Joivan Wade
Peyton Reed,Evangeline Lilly,Action Adventure Science Fiction Comedy,Paul Rudd,Ant-Man and the Wasp,Michael Peña
Boots Riley,Tessa Thompson,Fantasy Science Fiction Comedy,Lakeith Stanfield,Sorry to Bother You,Armie Hammer
Kevin MacDonald,unknown,Documentary,Whitney Houston,Whitney,unknown
Genndy Tartakovsky,Andy Samberg,Family Fantasy Comedy Animation,Adam Sandler,Hotel Transylvania 3: Summer Vacation,Selena Gomez
Rawson Marshall Thurber,Neve Campbell,Action,Dwayne Johnson,Skyscraper,Chin Han
Bo Burnham,Josh Hamilton,Comedy Drama,Elsie Fisher,Eighth Grade,Emily Robinson
Gus Van Sant,Rooney Mara,Comedy Drama,Joaquin Phoenix,"Don't Worry, He Won't Get Far on Foot",Jonah Hill
Rob Reiner,Tommy Lee Jones,Drama History Thriller,Woody Harrelson,Shock and Awe,James Marsden
Ol Parker,Amanda Seyfried,Comedy Romance,Lily James,Mamma Mia! Here We Go Again,Pierce Brosnan
Antoine Fuqua,Ashton Sanders,Action Thriller Crime,Denzel Washington,The Equalizer 2,Pedro Pascal
Carlos López Estrada,Ethan Embry,Comedy Drama,Janina Gavankar,Blindspotting,Daveed Diggs
Stephen Susco,Rebecca Rittenhouse,Horror Mystery Thriller,Colin Woodell,Unfriended: Dark Web,Betty Gabriel
Shinsuke Sato,Hana Sugisaki,Action Fantasy Adventure,Shinsuke Sato (director); Sota Fukushi,Bleach,unknown
Édouard Deluc,Tuheï Adams,Drama Romance,Vincent Cassel,Gauguin – Voyage de Tahiti,Malik Zidi
Christopher McQuarrie,Henry Cavill,Action Adventure,Tom Cruise,Mission: Impossible – Fallout,Ving Rhames
Peter Rida Michail,Khary Payton,Animation Action Comedy Science Fiction,Scott Menville,Teen Titans Go! To the Movies,Tara Strong
Tsui Hark,Chang Chia-lu,Mystery Fantasy Adventure Action,Tsui Hark (director),Detective Dee: The Four Heavenly Kings,Chen Kuo-Fu (screenplay)
Elijah Bynum,Maika Monroe,Drama Comedy,Timothée Chalamet,Hot Summer Nights,Alex Roe
Marc Turtletaub,Irrfan Khan,Drama,Kelly Macdonald,Puzzle,David Denman
Marc Forster,Hayley Atwell,Adventure Comedy Family Fantasy,Ewan McGregor,Christopher Robin,Jim Cummings
Jennifer Yuh Nelson,Mandy Moore,Science Fiction Action Drama Romance Adventure Thriller,Amandla Stenberg,The Darkest Minds,Harris Dickinson
Susanna Fogel,Kate McKinnon,Action Comedy,Mila Kunis,The Spy Who Dumped Me,Justin Theroux
Desiree Akhavan,Sasha Lane,Drama,Chloë Grace Moretz,The Miseducation of Cameron Post,John Gallagher
Augustine Frizzell,Camila Morrone,Comedy,Maia Mitchell,Never Goin' Back,Kyle Mooney
Ken Marino,Finn Wolfhard,Comedy Romance Drama,Nina Dobrev,Dog Days,Vanessa Hudgens
Jon Turteltaub,Li Bingbing,Action Science Fiction Horror,Jason Statham,The Meg,Rainn Wilson
Spike Lee,Adam Driver,Crime Drama History Comedy,John David Washington,BlacKkKlansman,Laura Harrier
Sylvain White,Julia Goldani Telles,Mystery Thriller Horror,Joey King,Slender Man,Jaz Sinclair
Jean-Stéphane Sauvaire,unknown,Drama Action Crime,Joe Cole,A Prayer Before Dawn,unknown
Jon M. Chu,Henry Golding,Comedy Drama Romance,Constance Wu,Crazy Rich Asians,Gemma Chan
Albert Hughes,Leonor Varela,Adventure Drama,Kodi Smit-McPhee,Alpha,Jens Hultén
Peter Berg,John Malkovich,Action Thriller,Mark Wahlberg,Mile 22,Lauren Cohan
Björn Runge,Jonathan Pryce,Drama,Glenn Close,The Wife,Christian Slater
James Cox,Taron Egerton,Drama Thriller,Ansel Elgort,Billionaire Boys Club,Kevin Spacey
Jesse Peretz,Rose Byrne,Comedy Drama Romance,Ethan Hawke,"Juliet, Naked",unknown
Rodrigo Cortés,Uma Thurman,Thriller Drama Fantasy Horror,AnnaSophia Robb,Down a Dark Hall,Isabelle Fuhrman
Brian Henson,Maya Rudolph,Action Comedy Crime,Melissa McCarthy,The Happytime Murders,Joel McHale
Aneesh Chaganty,Debra Messing,Thriller Mystery Drama,John Cho,Searching,unknown
Michael Noer,Rami Malek,Drama History Crime,Charlie Hunnam,Papillon,unknown
Oliver Daly,Becky G,Science Fiction Action Adventure Family,Alex Neustaedter,A.X.L.,Alex MacNicoll
Chris Weitz,Ben Kingsley,Drama History Thriller,Oscar Isaac,Operation Finale,Lior Raz
"Jonathan Baker, Josh Baker",Jack Reynor,Science Fiction Action,Myles Truitt,Kin,Zoë Kravitz
Lenny Abrahamson,Ruth Wilson,Mystery Drama Horror History,Domhnall Gleeson,The Little Stranger,Will Poulter
Victor Levin,Keanu Reeves,Romance Comedy Drama,Winona Ryder,Destination Wedding,unknown
Corin Hardy,Taissa Farmiga,Horror Mystery Thriller,Demián Bichir,The Nun,Jonas Bloquet
Pierre Morel,John Ortiz,Action Thriller,Jennifer Garner,Peppermint,Juan Pablo Raba
Shane Black,Trevante Rhodes,Science Fiction Action Thriller Adventure Horror Comedy,Boyd Holbrook,The Predator,Jacob Tremblay
Yann Demange,Richie Merritt,Crime Drama,Matthew McConaughey,White Boy Rick,Bel Powley
Paul Feig,Blake Lively,Crime Comedy Mystery Drama Thriller,Anna Kendrick,A Simple Favor,Henry Golding
Richard Eyre,Stanley Tucci,Drama,Emma Thompson,The Children Act,Fionn Whitehead
Craig William Macneill,Kristen Stewart,Crime Drama Thriller,Chloë Sevigny,Lizzie,Jay Huguley
Harold Cronk,Merritt Patterson,Drama,Samuel Hunt,Unbroken: Path to Redemption,Vanessa Bell Calloway
Stephen Cognetti,Jillian Geurts,Horror,Vasile Flutur,Hell House LLC II: The Abaddon Hotel,Joy Shatz
Eli Roth,Cate Blanchett,Fantasy Family Comedy,Jack Black,The House with a Clock in Its Walls,Owen Vaccaro
Dan Fogelman,Olivia Wilde,Drama Romance,Oscar Isaac,Life Itself,Mandy Patinkin
Jacques Audiard,Joaquin Phoenix,Western Drama Adventure,John C. Reilly,The Sisters Brothers,Jake Gyllenhaal
Sam Levinson,Suki Waterhouse,Thriller Comedy Horror,Odessa Young,Assassination Nation,Hari Nef
Wash Westmoreland,Dominic West,Drama History,Keira Knightley,Colette,unknown
Michael Moore,unknown,Documentary,Michael Moore (director/screenplay),Fahrenheit 11/9,unknown
Christian Carion,Melanie Laurent,Crime Drama Thriller,Guillaume Canet,My Son,unknown
Lisa Dapolito,unknown,Documentary,Lisa Dapolito (director); Gilda Radner,"Love, Gilda",unknown
Kenji Nagasaki,Christopher R. Sabat,Animation Action Comedy Fantasy Adventure,Justin Briner,My Hero Academia: Two Heroes,Clifford Chapin
Karey Kirkpatrick,James Corden,Animation Family Adventure Fantasy,Channing Tatum,Smallfoot,Zendaya
Malcolm D. Lee,Tiffany Haddish,Comedy,Kevin Hart,Night School,Rob Riggle
David Lowery,Casey Affleck,Comedy Crime Drama,Robert Redford,The Old Man & the Gun,Danny Glover
Gregory Plotkin,Amy Forsyth,Horror,Bex Taylor-Klaus,Hell Fest,Reign Edwards
Ruben Fleischer,Michelle Williams,Science Fiction Action,Tom Hardy,Venom,Riz Ahmed
Bradley Cooper,Lady Gaga,Drama Romance Music,Bradley Cooper,A Star Is Born,Sam Elliott
George Tillman Jr.,Regina Hall,Crime Drama,Amandla Stenberg,The Hate U Give,Russell Hornsby
Rupert Everett,Colin Firth,Drama,Rupert Everett,The Happy Prince,Colin Morgan
Damien Chazelle,Claire Foy,History Drama,Ryan Gosling,First Man,Jason Clarke
Drew Goddard,Cynthia Erivo,Thriller Drama Mystery,Jeff Bridges,Bad Times at the El Royale,Dakota Johnson
Ari Sandel,Madison Iseman,Adventure Comedy Fantasy Family Horror,Wendi McLendon-Covey,Goosebumps 2: Haunted Halloween,Jeremy Ray Taylor
Felix van Groeningen,Timothée Chalamet,Drama,Steve Carell,Beautiful Boy,Maura Tierney
Ike Barinholtz,Tiffany Haddish,Comedy,Ike Barinholtz,The Oath,Nora Dunn
Nick Searcy,Dean Cain,Drama Crime,Nick Searcy (director); Earl Billings,Gosnell: The Trial of America's Biggest Serial Killer,Sarah Jane Morris
David Gordon Green,Judy Greer,Animation Family Mystery Comedy Crime,Jamie Lee Curtis,Halloween,Andi Matichak
Marielle Heller,Richard E. Grant,Drama Crime Comedy,Melissa McCarthy,Can You Ever Forgive Me?,unknown
Jonah Hill,Lucas Hedges,Drama,Sunny Suljic,Mid90s,Katherine Waterston
Paul Dano,Jake Gyllenhaal,Drama,Carey Mulligan,Wildlife,Ed Oxenbould
Elizabeth Chomko,Michael Shannon,Drama,Hilary Swank,What They Had,Robert Forster
Donovan Marsh,Gary Oldman,Action Thriller,Gerard Butler,Hunter Killer,Common
David Kerr,Olga Kurylenko,Action Adventure Comedy,Rowan Atkinson,Johnny English Strikes Again,Ben Miller
Luca Guadagnino,Tilda Swinton,Horror Fantasy Mystery,Dakota Johnson,Suspiria,Mia Goth
David G. Evans,Justin Bruening,Drama War,Sarah Drew,Indivisible,Jason George
David McCracken,Jenni Melear,Action Drama Thriller,Mike C. Nelson,Bullitt County,David McCracken
Bryan Singer,Lucy Boynton,Music Drama,Rami Malek,Bohemian Rhapsody,Gwilym Lee
"Lasse Hallström, Joe Johnston",Mackenzie Foy,Fantasy Adventure Family,Keira Knightley,The Nutcracker and the Four Realms,Eugenio Derbez
Tyler Perry,Tika Sumpter,Drama Comedy,Tiffany Haddish,Nobody's Fool,Omari Hardwick
Joel Edgerton,Nicole Kidman,Drama,Lucas Hedges,Boy Erased,Russell Crowe
Matthew Heineman,Jamie Dornan,Drama War,Rosamund Pike,A Private War,Stanley Tucci
Joseph Kahn,Jackie Long,Drama Comedy Music,Calum Worthy,Bodied,Rory Uphold
Jason Reitman,Vera Farmiga,Drama History,Hugh Jackman,The Front Runner,J. K. Simmons
"Yarrow Cheney, Scott Mosier",Rashida Jones,Animation Family Comedy Fantasy,Benedict Cumberbatch,The Grinch,Kenan Thompson
Fede Alvarez,Sverrir Gudnason,Action Crime Thriller Drama,Claire Foy,The Girl in the Spider's Web,Lakeith Stanfield
