movie_title,recommend,
old joy,"['wendy and lucy', ""meek's cutoff"", 'songcatcher', 'my dog tulip', 'the guilt trip', 'leave no trace', 'whip it', 'youth in oregon', 'seeking a friend for the end of the world', 'lovesong', 'victor frankenstein', 'the last song', 'joe dirt', 'come early morning', 'queen & slim', 'the strange ones', 'what a girl wants', 'megan leavey', 'nebraska', 'american splendor', 'a ghost story']",
wendy and lucy,"['old joy', 'mr. church', ""meek's cutoff"", 'something wicked', 'open secret', 'the last song', 'midnight cowboy', 'naturally native', 'the virgin suicides', 'songcatcher', 'my dog tulip', 'claire in motion', 'halloween', 'the marine', 'the lucky ones', 'in cold blood', 'water', 'amigo', 'the 33', ""one flew over the cuckoo's nest"", 'summer 1993']",
3 backyards,"['sunshine state', 'dream with the fishes', 'hurricane streets', 'alone with her', 'the quiet', 'la famille bélier', 'down for life', 'woman thou art loosed', 'the pet', 'everything put together', 'manito', 'resurrecting the champ', 'lovely still', 'the last time i committed suicide', 'thirteen conversations about one thing', 'mooz-lum', 'the salon', 'journey from the fall', 'blue like jazz', 'raising victor vargas', 'osama']",
pierrot le fou,"['mississippi mermaid', 'une femme mariée', 'two brothers', 'subway', 'paparazzi', 'the horseman on the roof', ""you've got mail"", 'a very long engagement', 'ca$h', 'hope springs', 'shanghai surprise', 'the cooler', 'on the waterfront', 'the best offer', 'bright star', 'men with brooms', 'man on wire', 'faithful', 'the masked saint', 'all the real girls', 'sunshine state']",
nothing but a man,"['the best of me', 'take me home tonight', 'did you hear about the morgans?', 'arn: the knight templar', 'flashdance', 'the greatest show on earth', 'every day', 'the seagull', 'out of africa', 'sex and the city 2', 'the vow', 'a home at the end of the world', 'snow angels', 'the brothers mcmullen', 'the new world', 'elsa & fred', ""something's gotta give"", 'the break-up', 'the merchant of venice', 'the sisterhood of the traveling pants 2', 'pain & gain']",
first love last rites,"['hide and seek', 'two girls and a guy', 'partition', 'juliet naked', 'lucky you', 'sunshine state', 'play it to the bone', 'love me tender', 'molly', 'atlas shrugged ii: the strike', 'summer storm', 'once', 'poetic justice', 'our idiot brother', 'christmas mail', ""alexander's ragtime band"", 'yesterday was a lie', 'the mudge boy', 'four christmases', 'safe', 'drive me crazy']",
fighting tommy riley,"['foolish', 'the wendell baker story', 'george washington', 'the slaughter rule', 'the aeronauts', 'the best man holiday', 'concussion', 'miracle', 'living out loud', 'shadow of the vampire', ""who's your caddy?"", ""the party's over"", 'shangri-la suite', 'the hurricane', 'the rookie', ""all the queen's men"", 'cinderella man', 'my week with marilyn', 'good deeds', 'rocky', 'secretariat']",
royal kill,"['wild card', 'the protector', 'colombiana', 'elektra', 'close', 'green zone', 'transporter 2', 'straw dogs', 'miracle at st. anna', 'resident evil: apocalypse', 'punisher: war zone', 'anna', '1917', 'jason bourne', 'predators', ""smokin' aces"", 'shadow conspiracy', 'man on fire', 'escape plan: the extractors', 'point blank', 'rush hour 3']",
the looking glass,"['alice through the looking glass', 'limbo', 'fifty shades freed', 'texas chainsaw 3d', ""winter's bone"", 'the road', 'begin again', 'wall street: money never sleeps', 'sparkle', ""god's not dead: a light in darkness"", 'the rugrats movie', 'saving mr. banks', 'midnight cowboy', 'soul men', 'action point', 'the blind side', 'pitch perfect 2', 'ralph breaks the internet', 'step up 3d', 'the rookie', 'i can do bad all by myself']",
death race 2000,"['spy kids 3-d: game over', 'tank girl', 'battle for the planet of the apes', 'def-con 4', 'inspector gadget', 'death race', 'repo! the genetic opera', 'the blood of heroes', 'the ice pirates', 'ghostbusters', 'the chronicles of riddick', 'riddick', 'barbarella', 'agent cody banks 2: destination london', 'cream', 'escape plan', 'jimmy neutron: boy genius', 'after earth', 'suicide squad', 'rollerball', 'astro boy']",
locker 13,"['thirteen days', 'double jeopardy', 'poolhall junkies', 'made', 'kiss the girls', 'itsy bitsy', 'brother', 'the whole ten yards', 'there goes my baby', 'crimson tide', 'changing lanes', 'getaway', 'monsters', 'hollywood homicide', 'the siege', 'flight', 'the cold light of day', 'the hole', 'the protector', 'the stepford wives', 'chain of command']",
midnight cabaret,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
anderson's cross,"['bandslam', 'christmas mail', 'the wackness', 'kissing jessica stein', 'step up revolution', 'youth in revolt', 'a good year', 'lol', 'the spectacular now', 'crazy stupid love.', 'lovely still', 'cold war', 'the sisterhood of the traveling pants', ""my best friend's girl"", 'the switch', 'lars and the real girl', ""it's kind of a funny story"", 'rang de basanti', 'high school musical 3: senior year', 'aloha', 'little black book']",
bizarre,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
graduation day,"['my soul to take', 'urban legends: final cut', 'urban legend', 'sorority row', 'friday the 13th part 2', 'prom night', 'slender man', ""april fool's day"", 'cry_wolf', 'scream 2', 'scream 3', 'malevolence', 'i know what you did last summer', 'the return of the living dead', 'i still know what you did last summer', 'the cure', 'alex cross', 'the forest', 'saw ii', '#horror', 'lake mungo']",
some guy who kills people,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
compliance,"['bronson', 'city by the sea', 'the finest hours', 'veronica guerin', 'running scared', 'in too deep', 'kill the messenger', 'stone cold', 'the informant!', 'the infiltrator', 'heavenly creatures', 'domino', 'dead man down', 'the 33', 'jimmy and judy', 'city of tiny lights', 'billionaire boys club', 'extremely wicked shockingly evil and vile', 'the iceman', 'furious 7', 'broken city']",
chasing amy,"['mallrats', 'zack and miri make a porno', 'clerks ii', 'harvard man', 'jersey girl', 'dogma', 'down to you', 'loving annabelle', 'little black book', 'cyrus', 'come early morning', ""winter's tale"", 'hitch', 'in & out', 'walking and talking', 'beginners', 'did you hear about the morgans?', 'the informant!', 'imagine me & you', 'the perfect match', 'saving face']",
lovely & amazing,"['walking and talking', 'friends with money', 'enough said', 'the incredibly true adventure of two girls in love', 'lol', 'tiny furniture', 'boynton beach club', 'please give', ""you've got mail"", 'post grad', ""the caveman's valentine"", 'the virgin suicides', 'the mirror has two faces', 'saving face', 'bend it like beckham', 'sunshine cleaning', 'how to deal', 'this christmas', 'the perez family', 'bride & prejudice', '200 cigarettes']",
death calls,"['allegiant', 'sherlock holmes: a game of shadows', 'sherlock holmes', 'the saint', 'harper', 'turbulence', 'righteous kill', 'max payne', 'nowhere to run', 'the ice pirates', 'the omega code', 'el mariachi', 'first knight', 'maximum risk', 'eloise', 'the net', 'escape room', 'mighty joe young', 'jack reacher', 'agent cody banks', 'the 6th day']",
better luck tomorrow,"['wild card', 'the spectacular now', 'high school musical 3: senior year', 'heli', 'shangri-la suite', 'step up', 'the book of love', '1 night', 'the losers', 'shanghai surprise', 'a thin line between love and hate', 'drive me crazy', 'two lovers and a bear', 'dinner rush', 'speedway junky', 'five feet apart', 'out of time', 'underclassman', 'the cooler', 'kama sutra: a tale of love', 'london']",
the incredibly true adventure of two girls in love,"['walking and talking', 'saving face', 'imagine me & you', 'the perez family', 'friends with money', 'lovely & amazing', 'good dick', 'chasing papi', 'trust the man', 'boynton beach club', 'fetching cody', 'obvious child', 'aimee & jaguar', 'motherhood', ""you've got mail"", 'forgetting sarah marshall', 'the wendell baker story', 'enough said', 'the mirror has two faces', 'tadpole', 'bend it like beckham']",
chuck & buck,"['real women have curves', 'ca$h', 'beatriz at dinner', 'somewhere', 'youth in revolt', 'flawless', 'metropolitan', 'sunshine state', 'the salon', 'dream with the fishes', 'about a boy', 'jonah: a veggietales movie', 'soul men', 'trust the man', 'obvious child', 'action point', 'welcome home roscoe jenkins', 'our family wedding', 'election', 'foolish', 'walking and talking']",
american desi,"['lage raho munna bhai', 'damsels in distress', 'bend it like beckham', 'the broken hearts club: a romantic comedy', 'good dick', 'harvard man', 'the rules of attraction', 'aloha', 'little black book', 'darling companion', 'the second best exotic marigold hotel', 'trust the man', 'cyrus', 'permission', 'book club', 'dog days', 'you me and dupree', ""he's just not that into you"", 'welcome home roscoe jenkins', 'molly', 'the family stone']",
amidst the devil's wings,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']",
cube,"['splice', 'cypher', 'the maze runner', 'urban legend', 'escape plan', 'the lazarus effect', 'disturbing behavior', 'the 6th day', 'atlas shrugged: who is john galt?', ""a dog's breakfast"", 'star trek: generations', 'body double', 'a perfect getaway', 'primer', 'capricorn one', 'bad kids of crestview academy', 'frequency', 'i robot', 'knowing', 'surrogates', 'righteous kill']",
love and other catastrophes,"['bedazzled', 'just wright', 'the pallbearer', 'ira & abby', 'new york minute', 'the holiday', 'aloha', 'chasing papi', 'cyrus', 'without men', 'fort mccoy', 'boynton beach club', 'always woodstock', '16 to life', 'woman on top', 'walking and talking', ""you've got mail"", 'vamps', 'peeples', 'post grad', 'movie 43']",
i married a strange person!,"['scrooged', 'a charlie brown christmas', 'school daze', 'get low', 'ink', 'cloudy with a chance of meatballs 2', 'the spongebob squarepants movie', 'space jam', 'garfield 2', 'mamaboy', 'aloha', 'book club', 'lilo & stitch', 'garfield', 'stargate: the ark of truth', 'city of ember', 'dom hemingway', 'gods and monsters', 'g-force', 'looney tunes: back in action', 'justice league dark']",
november,"['the november man', 'raise the titanic', 'the ghost writer', 'before i go to sleep', 'birth', 'berlin syndrome', 'what lies beneath', 'the boys from brazil', 'before i fall', 'the professor', 'in the tall grass', 'the in crowd', 'tomato red', 'fatal attraction', 'red sparrow', 'the conversation', 'disturbia', 'the devotion of suspect x', 'a walk among the tombstones', 'circle', 'a simple favor']",
like crazy,"['synecdoche new york', 'darling companion', ""mo' better blues"", 'the beaver', 'baghead', 'did you hear about the morgans?', 'the poker house', 'silver linings playbook', 'a thin line between love and hate', 'kissing jessica stein', 'charlie st. cloud', 'water for elephants', 'the discovery', 'duel in the sun', 'the puffy chair', 'cold mountain', 'bandslam', 'house at the end of the street', 'the spectacular now', ""winter's bone"", 'high fidelity']",
teeth and blood,"['dracula 2000', 'sea of love', 'house of wax', 'dylan dog: dead of night', 'halloween 4: the return of michael myers', 'the curse of downers grove', 'the strangers: prey at night', 'case 39', ""child's play"", ""child's play"", 'i still know what you did last summer', 'the rage: carrie 2', 'bled', 'the beyond', 'blood work', 'insomnia', 'raymond did it', 'run hide die', 'the texas chainsaw massacre: the beginning', 'psycho beach party', 'vamps']",
sugar town,"['four rooms', 'get him to the greek', 'danny collins', ""malibu's most wanted"", 'always woodstock', 'woman on top', ""wayne's world"", 'playing with fire', 'undiscovered', 'somewhere', 'oh hello: on broadway', 'florence foster jenkins', 'the blues brothers', 'josie and the pussycats', 'muppets from space', 'a night at the roxbury', 'for your consideration', 'l!fe happens', 'open secret', 'once upon a time in venice', 'flight of the intruder']",
the motel,"['pain & gain', ""she's the one"", 'take me home tonight', 'girl 6', 'bottle rocket', 'dancer texas pop. 81', 'kill bill: vol. 2', 'the peanut butter falcon', 'did you hear about the morgans?', 'swing vote', 'wish i was here', 'our idiot brother', 'defendor', 'shotgun stories', 'down terrace', ""girlfriend's day"", 'the last dragon', 'the open road', 'eulogy', 'tristram shandy: a cock and bull story', 'eye of the dolphin']",
the canyons,"['house at the end of the street', 'to die for', 'dying of the light', 'promised land', 'riddick', ""don't worry he won't get far on foot"", 'the corruptor', ""felicia's journey"", 'milk', ""sweet sweetback's baadasssss song"", 'paparazzi', 'adam resurrected', 'backstabbing for beginners', 'in the valley of elah', 'once upon a time in hollywood', ""barney's version"", 'good will hunting', 'auto focus', 'confidence', 'light sleeper', 'adulterers']",
