movie_title,recommend
The Other Side of Hope,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Trumped: Inside the Greatest Political Upset of All Time,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Hickey,"['unfinished business', 'chairman of the board', 'Poms', 'dumb and dumberer: when harry met lloyd', 'dudley do-right', 'detention of the dead', 'supporting characters', 'The Hustle', 'the wedding planner', 'love the coopers', 'the women', 'Oh, Hello: On Broadway', 'the lizzie mcguire movie', 'find me guilty', 'showdown in little tokyo', ""moms' night out"", 'the second mother', 'Freak Show', 'Overcomer', 'sorority boys', 'the dress']"
The Man Who Was Too Free,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Orphan,"['orphan', 'Action Point', ""winter's bone"", 'flags of our fathers', 'the looking glass', 'big miracle', 'slumdog millionaire', 'miracle', 'dogma', 'free style', 'made in dagenham', 'kill bill: vol. 2', 'wall street: money never sleeps', 'sparkle', ""God's Not Dead: A Light in Darkness"", 'brother', 'soul men', 'darling companion', 'the joneses', 'clerks ii', 'me, myself & irene']"
Black Snow,"['suspect zero', 'secret in their eyes', ""the caveman's valentine"", 'kill the messenger', 'a walk among the tombstones', 'nine queens', 'the international', 'mad city', 'midnight in the garden of good and evil', 'the losers', 'novocaine', 'zero effect', 'harper', 'El Camino: A Breaking Bad Movie', ""don't say a word"", 'the infiltrator', 'brokedown palace', 'true romance', 'the secret in their eyes', 'righteous kill', 'street fighter: the legend of chun-li']"
Neal Brennan: 3 Mics,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
"Michael Bolton's Big, Sexy Valentine's Day Special","['surfer, dude', 'saint ralph', 'step brothers', 'monster-in-law', 'our idiot brother', 'music and lyrics', 'piranha 3d', 'krampus', 'eurotrip', 'bandslam', 'hot tub time machine 2', 'the matador', 'strange wilderness', 'lovely, still', 'black mass', 'unfinished business', 'keeping up with the steins', ""let's kill ward's wife"", 'the walking deceased', 'Goon: Last of the Enforcers', 'Jexi']"
Lost in Florence,"['tycoon', 'Shangri-La Suite', 'i dreamed of africa', 'arn: the knight templar', 'the perfect wave', 'we are your friends', 'the bounty', 'shanghai surprise', 'king kong', 'red dragon', 'flyboys', 'quigley down under', 'vicky cristina barcelona', 'admission', 'robin and marian', 'The Aeronauts', 'the legend of tarzan', 'the twilight saga: new moon', 'the prisoner of zenda', 'return to the blue lagoon', 'boom town']"
Bad Kids of Crestview Academy,"['ultramarines: a warhammer 40,000 movie', 'dylan dog: dead of night', 'Mamaboy', 'stargate: the ark of truth', 'alien uprising', 'memoirs of an invisible man', 'the specials', 'the stepford wives', 'what the #$*! do we (k)now!?', 'megiddo: the omega code 2', 'sound of my voice', 'all superheroes must die', 'knowing', 'cloudy with a chance of meatballs 2', 'impostor', 'muppets from space', 'the omega code', 'grabbers', 'ghostbusters', 'paycheck', 'super 8']"
Smetto quando voglio: Masterclass,"['next day air', 'rush hour 3', 'rush hour 2', 'paul blart: mall cop 2', 'paul blart: mall cop', 'see spot run', 'Deidra & Laney Rob a Train', 'Stuber', ""charlie's angels: full throttle"", 'hollywood homicide', '30 minutes or less', 'after the sunset', 'tango & cash', 'micmacs', 'torque', 'loaded weapon 1', 'plastic', 'taxman', 'Cop and a Half: New Recruit', ""big momma's house"", 'formula 51']"
Shepherds and Butchers,"['tristram shandy: a cock and bull story', 'our idiot brother', 'supercross', 'the great gatsby', 'youth in revolt', 'War for the Planet of the Apes', 'mandela: long walk to freedom', 'catch a fire', 'the color of freedom', 'The Trip to Spain', 'percy jackson & the olympians: the lightning thief', 'the indian in the cupboard', 'the boys from brazil', 'cry freedom', 'Beautiful Boy', 'minions', 'philomena', 'trees lounge', 'black christmas', 'Burning Sands', 'ella enchanted']"
In Dubious Battle,"['palo alto', 'The Institute', 'Future World', 'the great raid', 'deuces wild', 'me and orson welles', 'homefront', 'flyboys', 'the dead girl', 'city by the sea', 'spring breakers', 'the city of your final destination', 'eat pray love', 'Fifty Shades Freed', 'rise of the planet of the apes', 'the interview', 'milk', 'in the valley of elah', 'water for elephants', 'indignation', 'The Aftermath']"
Berlin Syndrome,"['the in crowd', '#horror', 'lake mungo', 'fabled', 'The Little Stranger', 'silent house', ""the caveman's valentine"", 'the sisterhood of night', ""Where'd You Go, Bernadette"", ""ripley's game"", 'flightplan', 'something wicked', 'after.life', 'inescapable', 'november', '2:22', 'soul survivors', 'the haunting in connecticut 2: ghosts of georgia', 'friday the 13th part 2', 'after', ""Aaron's Blood""]"
The Citizen,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
All This Panic,"['always woodstock', ""anderson's cross"", 'half nelson', 'green lantern', 'bandslam', 'the spectacular now', 'the innkeepers', 'tiny furniture', 'the ballad of jack and rose', 'doomsday', ""it's kind of a funny story"", 'the proposal', 'an alan smithee film: burn hollywood burn', 'deceptive practice: the mysteries and mentors of ricky jay', 'the trials of darryl hunt', 'antarctic edge: 70° south', 'After Porn Ends 2', 'the mudge boy', 'The Miseducation of Cameron Post', 'katy perry: part of me', 'obvious child']"
Youth in Oregon,"['house of d', 'rudderless', 'After the Wedding', 'trust the man', 'hatchet', ""Where'd You Go, Bernadette"", ""grandma's boy"", 'the jimmy show', 'The King', 'without limits', 'ghost town', 'flirting with disaster', 'robot & frank', 'shark night 3d', 'the front page', 'wall street: money never sleeps', 'dream with the fishes', 'sweet november', 'blood ties', 'the joneses', 'baggage claim']"
Song to Song,"['the new world', 'flashdance', 'Every Day', 'step up revolution', 'The Discovery', 'all good things', 'bandslam', 'steve jobs', 'crazy, stupid, love.', 'the best of me', 'nothing but a man', 'lars and the real girl', 'blue valentine', 'the notebook', 'take me home tonight', 'black snake moan', 'if i stay', ""mo' better blues"", 'always woodstock', 'forty shades of blue', 'A Ghost Story']"
To the Bone,"['blood ties', 'mystic pizza', 'Extremely Wicked, Shockingly Evil and Vile', 'love ranch', 'high fidelity', 'mercury rising', 'four rooms', 'Lowriders', 'no reservations', 'doubt', 'A Million Little Pieces', 'blue like jazz', 'dream with the fishes', 'a thousand words', 'Tolkien', ""brooklyn's finest"", 'blood in, blood out', 'quartet', 'don mckay', 'bottle shock', 'proof of life']"
Girlfriend's Day,"['the postman always rings twice', 'down terrace', ""but i'm a cheerleader"", 'pain & gain', 'catch-22', 'slums of beverly hills', 'american pie', 'clockwatchers', 'Nostalgia', 'take me home tonight', 'scary movie 2', 'girl 6', 'last holiday', 'the family stone', 'dancer, texas pop. 81', 'maid in manhattan', 'the negotiator', 'did you hear about the morgans?', 'swing vote', 'the brothers solomon', 'wish i was here']"
Have a Nice Day,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
American Fable,"['strangerland', 'the in crowd', 'zipper', 'clockwatchers', 'dom hemingway', 'i am sam', 'coco before chanel', 'adore', 'civil brand', 'raise the titanic', 'imaginary heroes', 'walking and talking', 'Unforgettable', 'flight', ""the caveman's valentine"", 'fifty dead men walking', 'the sisterhood of night', 'Fast Color', 'Dark Waters', 'hannibal rising', 'the guilt trip']"
Katherine Ryan: In Trouble,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
My Blind Date with Life,"['summer storm', 'Noelle', 'little big top', 'an everlasting piece', 'chasing papi', 'without men', 'walter', 'Goon: Last of the Enforcers', 'The Emoji Movie', 'The Cleanse', 'airborne', 'happy christmas', 'Pitch Perfect 3', 'did you hear about the morgans?', 'forgetting sarah marshall', 'the wendell baker story', 'drinking buddies', 'The Last Summer', 'the smurfs 2', 'two weeks notice', 'music and lyrics']"
A Good Wife,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Spoor,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
God's Own Country,"['brokeback mountain', 'frances ha', 'sweet november', ""mo' better blues"", 'the end of the affair', 'sense and sensibility', 'welcome home, roscoe jenkins', 'step up', 'the velocity of gary', 'shortbus', 'peggy sue got married', 'solitary man', 'flashdance', 'freeheld', 'freeze frame', 'kissing jessica stein', 'Juliet, Naked', 'little voice', 'latter days', 'Love, Simon', 'water for elephants']"
A Fantastic Woman,"['mondays in the sun', 'Disobedience', 'Kidnap', 'angel eyes', 'sleep tight', 'heli', 'grace of monaco', 'kill the messenger', 'poolhall junkies', 'day one', 'hedwig and the angry inch', 'tango', 'transamerica', 'the second mother', 'she done him wrong', 'the specialist', 'message in a bottle', 'A Star Is Born', 'enough', 'a single man', 'morvern callar']"
Colo,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
"Ana, My Love","['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Hostages,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Lovesong,"['the mirror has two faces', 'the sisterhood of the traveling pants 2', 'seeking a friend for the end of the world', 'monsoon wedding', 'Bottom of the World', 'adore', 'bachelorette', 'the beaver', 'walking and talking', ""you've got mail"", 'did you hear about the morgans?', 'a very long engagement', 'the magic flute', 'poetic justice', 'the virgin suicides', 'damsels in distress', 'Fifty Shades Freed', 'the guilt trip', 'solitary man', 'two lovers and a bear', 'miss julie']"
Jen Kirkman: Just Keep Livin',"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Major Grom,"['x-men 2', 'the nutcracker in 3d', 'creepshow', 'grown ups 2', 'top cat begins', 'killers', 'dragon blade', 'xi you ji zhi: sun wukong san da baigu jing', 'the internship', 'dragonheart', 'walking tall', 'curious george', 'marmaduke', 'man of the house', 'pirate radio', 'the tooth fairy', 'fat albert', 'life or something like it', 'delgo', 'nomad: the warrior', 'the last shot']"
Becoming Warren Buffett,"['whipped', 'a charlie brown christmas', 'time to choose', 'michael jordan to the max', 'The Mars Generation', 'sicko', 'a lego brickumentary', 'wordplay', 'payback', 'town & country', 'inside deep throat', 'the horror network vol. 1', '78/52', 'the fifth estate', 'knockaround guys', 'get low', 'femme fatale', 'never again', 'my date with drew', 'opal dream', '50 first dates']"
Everybody Loves Somebody,"['my big fat greek wedding 2', 'barfi', 'our family wedding', 'how do you know', 'failure to launch', 'the mirror has two faces', 'keeping the faith', 'the wedding planner', 'imagine me & you', 'conversations with other women', 'The Wedding Plan', 'The Seagull', 'bride wars', 'the boss', 'the wedding date', 'admission', 'of horses and men', 'american wedding', 'the story of us', 'date movie', 'kiss the bride']"
