director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Phillip Guzman,Jesse Bradford,Horror Thriller,Lori Petty,Dead Awake,Brea Grant
Martin Provost,Catherine Deneuve,Comedy Drama,Catherine Frot,The Midwife,Olivier Gourmet
Mark Williams,Gretchen Mol,Drama,Gerard Butler,A Family Man,Willem Dafoe
Barry Levinson,Michelle Pfeiffer,Crime Drama History TV Movie,Robert De Niro,The Wizard of Lies,Hank Azaria
Hiroyuki Seshita,Kana Hanazawa,Action Animation Drama Horror Sci-Fi,Takahiro Sakurai,Blame!,Sora Amamiya
Peter Malota,Peter Stormare,Action,Jean-Claude Van Damme,Kill 'em All,María Conchita Alonso
Tim Smit,Bérénice Marlohe,Sci-Fi,Dan Stevens,Kill Switch,Charity Wakefield
Ana Lily Amirpour,Jason Momoa,Thriller Romance Sci-Fi,Suki Waterhouse,The Bad Batch,Jayda Fink
Sarah Harding,Lucy Cohu,TV Movie Crime Mystery Thriller,Rowan Atkinson,Maigrets Night at the Crossroads,Shaun Dingwall
Matt Reeves,Woody Harrelson,Drama Sci-Fi War,Andy Serkis,War for the Planet of the Apes,Steve Zahn
Xavier Manrique,Ashley Benson,Drama Comedy,Shiloh Fernandez,Chronically Metropolitan,Addison Timlin
Luis Prieto,Sage Correa,Drama Thriller,Halle Berry,Kidnap,Chris McGinn
Derek Hui,Zhou Dongyu,Comedy Romance,Takeshi Kaneshiro,This Is Not What I Expected,Ming Xi
John Cameron Mitchell,Nicole Kidman,Comedy Music Romance Sci-Fi,Elle Fanning,How to Talk to Girls at Parties,Ruth Wilson
Noah Baumbach,Ben Stiller,Comedy,Adam Sandler,The Meyerowitz Stories,Dustin Hoffman
David Michôd,Anthony Hayes,Comedy Drama War,Brad Pitt,War Machine,John Magaro
Josh Greenbaum,Josh Lawson,Documentary Comedy,George Lazenby,Becoming Bond,Kassandra Clementi
Rama Burshtein,Amos Tamam,Comedy Romance,Noa Kooler,The Wedding Plan,Oz Zehavi
Richard Curtis Mat Whitecross,Colin Firth,TV Movie Comedy Romance,Hugh Grant,Red Nose Day Actually,Liam Neeson
Nick Broomfield Rudi Dolezal,Bobbi Kristina Brown,Music Documentary,Whitney Houston,Whitney: Can I Be Me,Bobby Brown
Luc Besson,Cara Delevingne,Adventure Sci-Fi Action,Dane DeHaan,Valerian and the City of a Thousand Planets,Clive Owen
Mathieu Ratthe,Mathieu Ratthe,Horror Sci-Fi Action,Alex C. Nachi,The Gracefield Incident,Victor Andres Turgeon-Trelles
Amir Bar-Lev,Bob Weir,Music Documentary,Jerry Garcia,Long Strange Trip,Mickey Hart
Michael Barnett,Jeffrey Kluger,Documentary,Bill Nye,The Mars Generation,Neil deGrasse Tyson
Gábor Herendi Buda Gulyás,Petrik Andrea,Romance Adventure Drama History,Ervin Nagy,Kincsem,Tibor Gáspár
André Erkau,Marleen Lohse,Comedy,Kostja Ullmann,Happy Burnout,Wotan Wilke Möhring
Sergey Ginzburg,Михаил Пореченков,Horror Action Fantasy Thriller,Konstantin Kryukov,Vamps,Aglaya Shilovskaya
Bob Schultz Robert Conway,William 'Bill' Connor,Drama Horror Thriller,Whitney Moore,Breakdown Lane,Owen Conway
Guillaume Canet,Marion Cotillard,Comedy Music,Guillaume Canet,Rock'n Roll,Gilles Lellouche
Brian Goodman,Antonio Banderas,Thriller,Jonathan Rhys Meyers,Black Butterfly,Piper Perabo
Patrick O'Dell,Jeff Tremaine,Documentary,Steve Rocco,Dumb: The Story of Big Brother Magazine,Johnny Knoxville
Emer Reynolds,John Casani,Documentary,Frank Drake,The Farthest,Lawrence Krauss
Toby Genkel Reza Memari,Cooper Kelly Kramer,Adventure Animation,Tilman Döbler,A Stork's Journey,Shannon Conley
Nick Hamm,Colm Meaney,Drama,Timothy Spall,The Journey,Freddie Highmore
Roger Donaldson,Mario Andretti,Documentary,Dwayne Cameron,McLaren,Alastair Caldwell
Blake Freeman,Casper Van Dien,Comedy Action Adventure,Danny Trejo,All About the Money,Mindy Robinson
Gerard Barrett,Thomas Mann,Drama,Chloë Grace Moretz,Brain on Fire,Richard Armitage
Kim Joon-Sung,Sol Kyung-gu,Sci-Fi Thriller,Go Soo,Lucid Dream,Park Yoo-chun
Jason Bourque,Mary McCormack,Thriller,Sean Bean,Drone,Joel David Moore
Patrik Syversen,Patrick Stewart,Adventure,Marte Germaine Christensen,Dragonheart: Battle for the Heartfire,Tom Rhys Harries
Nicole Jones-Dion,Mark Grossman,Adventure Sci-Fi,Anna Harr,Stasis,Phyllis Spielman
Anita Barbosa,Gil Coelho,Romance,Isis Valverde,Amor.com,Joaquim Lopes
Frank Lotito,Brighton Sharbino,Comedy Family Drama,Roni Akurati,Growing Up Smith,Jason Lee
Deb Shoval,Breeda Wool,Drama,Lola Kirke,AWOL,Dale Soules
Oren Uziel,Benjamin Walker,Thriller Crime Drama Mystery,Rainn Wilson,Shimmer Lake,John Michael Higgins
Alan Mak Anthony Pun,Duan Yihong,Action Crime Thriller,Huang Xuan,Extraordinary Mission,Lang Yueting
Tommy Wirkola,Marwan Kenzari,Sci-Fi Thriller,Noomi Rapace,What Happened to Monday,Christian Rubeck
Ben Stassen Jérémie Degruson,Cinda Adams,Animation Comedy,Tom Beck,The Son of Bigfoot,Bob Barlen
Kentaro Hagiwara,Yu Aoi,Action Drama Horror Thriller,Masataka Kubota,Tokyo Ghoul,Fumika Shimizu
Ildikó Enyedi,Morcsányi Géza,Drama Romance,Alexandra Borbély,On Body and Soul,Zoltán Schneider
David Leitch,James McAvoy,Action Thriller,Charlize Theron,Atomic Blonde,Sofia Boutella
Gordon Chan,Sammo Hung,Action History,Vincent Zhao,God of War,Regina Wan
Tommy Stovall,Trevor Sterling Stovall,Drama Horror Mystery Thriller,James Martinez,Aaron's Blood,Michael Chieffo
Kim Tae-yoon,Kang Ha-Neul,Drama,Jung Woo,New Trial,Kim Hae-sook
David Leveaux,Jai Courtney,Drama,Lily James,The Exception,Eddie Marsan
Jay Baruchel,Alison Pill,Comedy,Seann William Scott,Goon: Last of the Enforcers,Marc-André Grondin
Christopher Nolan,Tom Glynn-Carney,Action Drama History Thriller War,Fionn Whitehead,Dunkirk,Jack Lowden
Bharathan,Keerthi Suresh,Action,Vijay,Bairavaa,Jagapati Babu
Alberto G. Rodriguez,Leila Almas,Thriller Drama Mystery,Eric Roberts,The Summoning,Jaime Zevallos
Mark Cullen,Jason Momoa,Action Comedy Thriller,Bruce Willis,Once Upon a Time in Venice,John Goodman
Bonni Cohen Jon Shenk,Barack Obama,Documentary,Al Gore,An Inconvenient Sequel: Truth to Power,Donald Trump
Neill Blomkamp,Eugene Khumbanyiwa,Action Sci-Fi,Sigourney Weaver,Rakka,Robert Hobbs
Thomas Q. Napper,Ian McShane,Action Drama,Johnny Harris,Jawbone,Ray Winstone
Sung-hoon Kim,Yoo Hae-jin,Action Drama Comedy,Hyun Bin,Confidential Assignment,Kim Joo-hyuk
Alex Merkin,Denise Richards,Action Thriller,Dolph Lundgren,Altitude,Greer Grammer
David Firth,Carla Simpson,Animation Comedy Sci-Fi,David Firth,Cream,Christian Webb
Hatem Khraiche,Belén Rueda,Drama Sci-Fi Romance,Clara Lago,Orbiter 9,Álex González
John Scheinfeld,Common,Documentary,Denzel Washington,Chasing Trane,Bill Clinton
Steve James,Ti-Hua Chang,Documentary,Neil Barofsky,Abacus: Small Enough to Jail,Jiayang Fan
Michael Bay,Josh Duhamel,Action Sci-Fi Thriller Adventure,Mark Wahlberg,Transformers: The Last Knight,Laura Haddock
Jonathan Teplitzky,Miranda Richardson,Drama Thriller War,Brian Cox,Churchill,John Slattery
Kabir Khan,Zhu Zhu,Drama History War,Salman Khan,Tubelight,Sohail Khan
Ronnie Thompson,Joely Richardson,Crime,Matthew Goode,The Hatton Garden Job,Larry Lamb
Joel Hopkins,Brendan Gleeson,Romance Comedy,Diane Keaton,Hampstead,James Norton
Minhal Baig,Isabelle Fuhrman,Drama Romance,Kyle Allen,1 Night,Justin Chatwin
Michael John Warren Alex Timbers,John Mulaney,Comedy,Nick Kroll,"Oh, Hello: On Broadway",Steve Martin
Douglas Barr,James Tupper,Mystery,Courtney Thorne-Smith,Site Unseen: An Emma Fielding Mystery,Adam DiMarco
Phil Guidry Simon Herbert David Whelan,Edward L. Green,Horror Mystery,Monica Davis,Savageland,Patrick Pedraza
Léa Mysius,Laure Calamy,Drama,Noée Abita,Ava,Juan Cano
Brent Bonacorso,Halston Sage,Thriller Romance Drama,Bella Thorne,You Get Me,Taylor John Smith
John Shea,Natalie Zea,Thriller,Eric Dane,Grey Lady,Amy Madigan
Joshua Safdie Ben Safdie,Jennifer Jason Leigh,Drama Thriller Crime,Robert Pattinson,Good Time,Ben Safdie
Jason Flemyng,Tony Curran,Action Comedy Horror,Charlie Cox,Eat Locals,Mackenzie Crook
Marc Waltman,Fockeline Ouwerkerk,Romance Drama,Sanne Langelaar,Tuintje in mijn hart,Imanuelle Grives
Víctor García León,Pepe Ocio,Comedy,Santiago Alverú,Selfie,Alicia Rubio
Han Han,Deng Chao,Comedy Drama,Eddie Peng,Duckweed,Zhao Liying
K. V. Anand,Madonna Sebastian,Thriller Drama,Vijay Sethupathi,Kavan,T. Rajendar
Andrew J. Cohen,Will Ferrell,Comedy,Amy Poehler,The House,Allison Tolman
Laurent Bouzereau,Steven Spielberg,War Documentary,Guillermo del Toro,Five Came Back,Paul Greengrass
Bailey Kobe,Shaun Sipos,Romance Action Adventure Comedy Drama,Julie McNiven,The Babymoon,Jessica Camacho
Carla Simón,Bruna Cusí,Drama Family,Laia Artigas,Summer 1993,David Verdaguer
Volker Schlöndorff,Nina Hoss,Drama,Stellan Skarsgård,Return to Montauk,Bronagh Gallagher
Philippe Falardeau,Naomi Watts,Drama,Liev Schreiber,Chuck,Elisabeth Moss
Paul Currie,Teresa Palmer,Drama Thriller,Michiel Huisman,2:22,Sam Reid
Christian Duguay,Batyste Fleurial,Drama,Dorian Le Clech,A Bag of Marbles,Patrick Bruel
Brad Epstein,Faizon Love,Comedy,Alex Meneses,Ripped,Russell Peters
Neill Blomkamp,Nic Rhind,Action Sci-Fi War,Steve Boyle,Firebase,Robert Hobbs
Jeff Orlowski,Pim Bongaerts,Documentary,Andrew Ackerman,Chasing Coral,Neal Cantin
Alexandre O. Philippe,Peter Bogdanovich,Documentary,Guillermo del Toro,78/52,Karyn Kusama
Kip Andersen Keegan Kuhn,Larry Baldwin,Documentary,Kip Andersen,What the Health,Neal Barnard
Joe Miale,Bérénice Marlohe,Sci-Fi,Lee Pace,Revolt,Jason Flemyng
Timothy Woodward Jr.,Trace Adkins,Western,Luke Hemsworth,Hickok,Bruce Dern
Joshua Tunick,Alona Tal,Drama,Anthony Rapp,Do You Take This Man,Alyson Hannigan
Nikolaj Arcel,Matthew McConaughey,Action Western Sci-Fi Fantasy Horror,Idris Elba,The Dark Tower,Tom Taylor
300ml,Ralph Ineson,Drama,Selton Mello,Soundtrack,Seu Jorge
Mohammad Hossein Mahdavian,Babak Hamidian,Action Crime History,Mehrdad Sedighian,Midday Event,Javad Ezati
Jonathan Baker,Gina Gershon,Thriller Drama,Nicolas Cage,Inconceivable,Nicky Whelan
Alain Desrochers,Colm Feore,Crime Comedy Action,Patrick Huard,Bon Cop Bad Cop 2,Erik Knudsen
Alain Desrochers,Ben Kingsley,Action,Antonio Banderas,Security,Liam McIntyre
Antonio Negret,Freddie Thorp,Thriller Action,Scott Eastwood,Overdrive,Ana de Armas
Dan Harris,Sarah Steele,Comedy Drama,Liam James,Speech & Debate,Austin P. McKenzie
Jake Szymanski,Andy Samberg,Comedy TV Movie,Orlando Bloom,Tour de Pharmacy,John Cena
Wayne Blair,Colt Prattes,Music Drama Romance TV Movie,Abigail Breslin,Dirty Dancing,Sarah Hyland
Clay Staub,Bridget Regan,Sci-Fi Thriller,Milo Ventimiglia,Devil's Gate,Amanda Schull
Molly Smith Maurice Smith,Amelie Leroy,Fantasy Drama,Karolina Antosik,Abduction,Tessa McGinn
Vanessa Gould,Bruce Weber,Documentary,William McDonald,Obit,Margalit Fox
Craig Thompson,Neil deGrasse Tyson,Documentary,William Shatner,The Truth Is in the Stars,Chris Hadfield
Anthony Leondis,James Corden,Comedy Family Animation,T.J. Miller,The Emoji Movie,Anna Faris
Abel Vang Burlee Vang,Bonnie Morgan,Horror Thriller,Saxon Sharbino,Bedeviled,Brandon Soo Hoo
Ernie Barbarash,Eliza Dushku,Action Adventure Crime,Adam Rayner,The Saint,Ian Ogilvy
Riccardo Milani,Antonio Albanese,Comedy,Paola Cortellesi,Mom or Dad?,Carlo Buccirosso
John Jencks,Matthew Modine,Comedy,Roger Allam,The Hippopotamus,Tim McInnerny
Taylor Sheridan,Elizabeth Olsen,Action Crime Mystery Thriller,Jeremy Renner,Wind River,Gil Birmingham
Tarik Saleh,Mari Malek,Thriller Drama,Fares Fares,The Nile Hilton Incident,Mohamed Yousry
Roman Volobuev,Anna Chipovskaya,Comedy Crime,Svetlana Ustinova,Blockbuster,Yevgeni Tsyganov
Ric Roman Waugh,Jon Bernthal,Drama Crime Thriller,Nikolaj Coster-Waldau,Shot Caller,Lake Bell
Tony Giglio,Michael Jai White,Action Crime Thriller,Adrianne Palicki,S.W.A.T.: Under Siege,Ty Olsson
Manuk Depoyan,Vasyl Virastyuk,Family Comedy Animation Fantasy Adventure,Arsen Shavlyuk,The Dragon Spell,Ruslana Pysanka
John R. Leonetti,Ryan Phillippe,Fantasy Horror Thriller,Joey King,Wish Upon,Sherilyn Fenn
Malcolm D. Lee,Queen Latifah,Comedy,Regina Hall,Girls Trip,Jada Pinkett Smith
Gillian Robespierre,Edie Falco,Comedy,Jenny Slate,Landline,Abby Quinn
Kathryn Bigelow,Will Poulter,Thriller Crime Drama History,John Boyega,Detroit,Algee Smith
Kogonada,Haley Lu Richardson,Drama,John Cho,Columbus,Parker Posey
Heber Cannon Marston Sawyers Ian Wittenber Mariah Moore,Ben Smith,Documentary,Matt Fraser,Fittest On Earth: A Decade Of Fitness,Sara Sigmundsdottir
Emilis Velyvis,Mindaugas Papinigis,Thriller,Inga Jankauskaitė,Zero 3,Ramūnas Rudokas
Tommy Bertelsen,Tom Felton,Drama,Troian Bellisario,Feed,Ben Winchell
Ibai Abad,Joséphine Berry,Drama Music Romance,Lewis Rainer,The Girl from the Song,Charlotte Atkinson
Julian Radlmaier,Deragh Campbell,Comedy,Julian Radlmaier,Self-criticism of a Bourgeois Dog,Beniamin Forthi
Pierre Coré,Louane Emera,Adventure Animation Comedy Family,Omar Sy,Sahara,Franck Gastambide
François Ozon,Jérémie Renier,Thriller,Marine Vacth,The Double Lover,Jacqueline Bisset
Steven C. Miller,Hayden Christensen,Action Thriller,Bruce Willis,First Kill,Gethin Anthony
T.J. Martin Daniel Lindsay,Tom Brokaw,Documentary,Rodney King,LA 92,George H. W. Bush
Kenny Ortega,Sofia Carson,TV Movie Family Action Comedy Music Adventure,Dove Cameron,Descendants 2,Cameron Boyce
Maria Sadowska,Piotr Adamczyk,Drama,Magdalena Boczarska,The Art of Loving. Story of Michalina Wislocka,Justyna Wasilewska
Sam Garbarski,Moritz Bleibtreu,Comedy Drama War,Anatole Taubman,Bye Bye Germany,Joel Basman
Timothy Woodward Jr.,Bruce Dern,Crime Drama Thriller,Kaiwi Lyman,American Violence,Denise Richards
Philippe de Chauveron,Ary Abittan,Comedy,Christian Clavier,With Open Arms,Elsa Zylberstein
Thomas Kruithof,Denis Podalydès,Thriller,François Cluzet,Scribe,Sami Bouajila
Todd Grimes,Tara Strong,Animation,Grey Griffin,LEGO DC Super Hero Girls: Brain Drain,Anais Fairweather
Pat Healy,Pat Healy,Comedy Crime,Taylor Schilling,Take Me,Alycia Delmore
Anshai Lal,Diljit Dosanjh,Fantasy Comedy Romance Drama,Anushka Sharma,Phillauri,Suraj Sharma
Jim Strouse,Chris O'Dowd,Romance Comedy,Jessica Williams,The Incredible Jessica James,Keith Stanfield
Farhad Mann,Benjamin Hollingsworth,Romance,Adelaide Kane,Can't Buy My Love,Jean Louisa Kelly
Hannaleena Hauru,Rosa Honkonen,Romance Comedy,Inka Haapamäki,Thick Lashes of Lauri Mäntyvaara,Tiitus Rantala
Jonathan A. Rosenbaum,Wallace Shawn,Crime Comedy Action Family,Lou Diamond Phillips,Cop and a Half: New Recruit,Gina Holden
Ravi Udyawar,Sajal Ali,Crime Drama Thriller,Sridevi Kapoor,Mom,Akshaye Khanna
Adam Robitel,Angus Sampson,Horror Mystery Thriller,Lin Shaye,Insidious: The Last Key,Leigh Whannell
Lauren Wolkstein,James Freedson-Jackson,Thriller Drama,Alex Pettyfer,The Strange Ones,Emily Althaus
Simon West,Austin Stowell,Action Thriller,Dominic Cooper,Stratton,Gemma Chan
Warwick Thornton,Sam Neill,Drama History Western,Bryan Brown,Sweet Country,unknown
Jaume Collet-Serra,Vera Farmiga,Action Thriller,Liam Neeson,The Commuter,Patrick Wilson
Babak Najafi,Billy Brown,Thriller Action Crime,Taraji P. Henson,Proud Mary,Danny Glover
Brett Donowho,Cole Hauser,Action,Bruce Willis,Acts of Violence,Shawn Ashmore
Trudie Styler,Abigail Breslin,Comedy Drama,Alex Lawther,Freak Show,Bette Midler
Sam Hoffman,Elliott Gould,Comedy,Jemaine Clement,Humor Me,Ingrid Michaelson
Daniela Thomas,Luana Nastas,Drama,Adriano Carvalho,Vazante,unknown
Hiromasa Yonebayashi,Louis Ashbourne Serkis,Fantasy Adventure Animation,Ruby Barnhill,Mary and the Witch's Flower,Kate Winslet
Nicolai Fuglsig,Michael Shannon,War Drama Action History,Chris Hemsworth,12 Strong,Michael Peña
Christian Gudegast,50 Cent,Action Thriller Crime,Gerard Butler,Den of Thieves,Pablo Schreiber
Bethany Ashton Wolf,Jessica Rothe,Romance Drama Music,Alex Roe,Forever My Girl,John Benjamin Hickey
Wes Ball,Kaya Scodelario,Science Fiction Action,Dylan O'Brien,Maze Runner: The Death Cure,Thomas Brodie-Sangster
Ziad Doueiri,Camille Salameh,Comedy Crime,Adel Karam,The Insult,Kamel El Basha
Ben Lewin,Toni Collette,Comedy Drama,Dakota Fanning,Please Stand By,Alice Eve
The Spierig Brothers,Jason Clarke,Fantasy Mystery Thriller Horror,Helen Mirren,Winchester,Sarah Snook
Sebastián Lelio,Francisco Reyes,Drama,Daniela Vega,A Fantastic Woman,unknown
Mario Van Peebles,William Fichtner,Action Comedy Crime,Mario Van Peebles,Armed,Ryan Guzman
Julius Onah,Elizabeth Debicki,Mystery Thriller Horror Science Fiction,Daniel Brühl,The Cloverfield Paradox,Aksel Hennie
Will Gluck,Domhnall Gleeson,Animation Adventure Family,James Corden,Peter Rabbit,Rose Byrne
James Foley,Jamie Dornan,Drama Romance,Dakota Johnson,Fifty Shades Freed,Kim Basinger
Clint Eastwood,Alek Skarlatos,History Drama Thriller,Anthony Sadler,The 15:17 to Paris,Spencer Stone
Marco Polo Constandse,Marimar Vega,Comedy,Marco Polo Constandse (director); Omar Chaparro,La Boda de Valentina,Ryan Carnes
Brian Crano,Dan Stevens,Comedy Romance Drama,Rebecca Hall,Permission,Morgan Spector
Alex Ross Perry,Adam Horowitz,Drama,Emily Browning,Golden Exits,Mary-Louise Parker
"Ryan Coogler (director/​screenplay); Joe Robert Cole (screenplay); Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya, Letitia Wright, Winston Duke, Angela Bassett, Forest Whitaker, Andy Serkis, John Kani, Florence Kasumba, Atandwa Kani, Sterling K. Brown, Isaach de Bankolé, Trevor Noah, Stan Lee, Sebastian Stan",Michael B. Jordan,Action Adventure Fantasy Science Fiction,Chadwick Boseman,Black Panther,Lupita Nyong'o
Nick Park,Tom Hiddleston,Family Comedy Animation Adventure,Eddie Redmayne,Early Man,Maisie Williams
Andrey Zvyagintsev,Alexei Rozin,Drama,Maryana Spivak,Loveless,Matvey Novikov
Sally Potter,Kristin Scott Thomas,Comedy,Timothy Spall,The Party,Patricia Clarkson
Mark Pellington,Nick Offerman,Drama,Jon Hamm,Nostalgia,Amber Tamblyn
Lance Daly,Jim Broadbent,Drama Western,Hugo Weaving,Black '47,Stephen Rea
Bruce Macdonald,Jackson Rathbone,Action Drama Adventure,Taylor James,Samson,Billy Zane
"Jonathan Goldstein, John Francis Daley",Rachel McAdams,Mystery Comedy Crime,Jason Bateman,Game Night,Kyle Chandler
Alex Garland,Jennifer Jason Leigh,Science Fiction Horror,Natalie Portman,Annihilation,Gina Rodriguez
Michael Sucsy,Maria Bello,Drama Fantasy Romance,Angourie Rice,Every Day,Debby Ryan
David Freyne,Sam Keeley,Horror Drama Science Fiction,David Freyne (director); Ellen Page,The Cured,Tom Vaughan-Lawlor
Brian O'Malley,Bill Milner,Drama Horror Romance Thriller,Charlotte Vega,The Lodgers,Eugene Simon
Francis Lawrence,Joel Edgerton,Mystery Thriller,Jennifer Lawrence,Red Sparrow,Matthias Schoenaerts
Eli Roth,Vincent D'Onofrio,Action,Bruce Willis,Death Wish,Dean Norris
Shawn Christensen,Elle Fanning,Drama Mystery,Logan Lerman,The Vanishing of Sidney Hall,Michelle Monaghan
Samuel Maoz,Sarah Adler,Comedy Drama War,Lior Ashkenazi,Foxtrot,Yonatan Shiray
Usher Morgan,Joel Bernard,Action Crime Thriller Drama Mystery,Elyse Price,Pickings,Katie Vincent
Ava DuVernay,Oprah Winfrey,Adventure Science Fiction Family Fantasy,Storm Reid,A Wrinkle in Time,Reese Witherspoon
Nash Edgerton,Charlize Theron,Comedy Action,David Oyelowo,Gringo,Joel Edgerton
Cory Finley,Anya Taylor-Joy,Drama Thriller,Olivia Cooke,Thoroughbreds,Anton Yelchin
Armando Iannucci,Simon Russell Beale,Comedy Drama History,Steve Buscemi,The Death of Stalin,Paddy Considine
Paolo Virzì,Helen Mirren,Drama Romance Adventure,Donald Sutherland,The Leisure Seeker,unknown
Johannes Roberts,Martin Henderson,Horror Thriller,Christina Hendricks,The Strangers: Prey at Night,Bailee Madison
Rob Cohen,Maggie Grace,Action Crime Thriller,Toby Kebbell,The Hurricane Heist,Ryan Kwanten
Roar Uthaug,Dominic West,Action Adventure Fantasy,Alicia Vikander,Tomb Raider,Walton Goggins
Greg Berlanti,Katherine Langford,Comedy Drama Romance,Nick Robinson,"Love, Simon",Alexandra Shipp
Jon Erwin,Dennis Quaid,Music Drama,Cloris Leachman,I Can Only Imagine,Priscilla Shirer
José Padilha,Daniel Brühl,Thriller Drama Crime,Rosamund Pike,7 Days in Entebbe,Vincent Cassel
Laurie Collyer,Tessa Thompson,Comedy,Melissa Leo,Furlough,La La Anthony
Eric England,Dylan McDermott,Thriller Drama,Sophie Turner,Josie,Jack Kilmer
Max Winkler,Kathryn Hahn,Drama Comedy,Zoey Deutch,Flower,Tim Heidecker
Steven S. DeKnight,Scott Eastwood,Action Fantasy Science Fiction Adventure,John Boyega,Pacific Rim: Uprising,Cailee Spaeny
Wes Anderson,Edward Norton,Adventure Comedy Animation,Bryan Cranston,Isle of Dogs,Bill Murray
John Stevenson,Emily Blunt,Animation Family Fantasy Comedy Adventure Mystery,James McAvoy,Sherlock Gnomes,Johnny Depp
Steven Soderbergh,Joshua Leonard,Horror Thriller,Claire Foy,Unsane,Jay Pharoah
Andrew Hyatt,Jim Caviezel,History Drama,James Faulkner,"Paul, Apostle of Christ",Olivier Martinez
Stanley Tucci,Armie Hammer,Drama History,Geoffrey Rush,Final Portrait,Clémence Poésy
Scott Speer,Patrick Schwarzenegger,Romance Drama,Bella Thorne,Midnight Sun,Rob Riggle
Ryan Justice,Justin Maina,Thriller,Amanda Delaney,Followers,Sean Michael Gloria
Steven Spielberg,Olivia Cooke,Science Fiction Adventure,Tye Sheridan,Ready Player One,Ben Mendelsohn
Tyler Perry,Lyriq Bent,Thriller,Taraji P. Henson,Tyler Perry's Acrimony,Tika Sumpter
Michael Mason,John Corbett,Drama,David A. R. White,God's Not Dead: A Light in Darkness,Shane Harper
Aaron Katz,Zoë Kravitz,Action Drama Science Fiction Thriller,Lola Kirke,Gemini,Greta Lee
Adam Rifkin,Ariel Winter,Drama,Burt Reynolds,The Last Movie Star,Clark Duke
John Krasinski,Emily Blunt,Horror Drama Science Fiction,John Krasinski,A Quiet Place,Millicent Simmonds
Kay Cannon,Ike Barinholtz,Comedy,Leslie Mann,Blockers,John Cena
Lynne Ramsay,Ekaterina Samsonov,Thriller Drama,Joaquin Phoenix,You Were Never Really Here,Alex Manette
John Curran,Kate Mara,Drama Thriller History,Jason Clarke,Chappaquiddick,Ed Helms
